x y velocity
7.146562160086185056e-01 3.504072106714729573e-01 1.975382263065014410e+00
7.051951651912957697e-01 3.406298062028957907e-01 2.390776587887998073e+00
7.152951356925750792e-01 3.303434132401609769e-01 2.617752659168913087e+00
7.248238279082265256e-01 3.401831501066338581e-01 2.274031361257040196e+00
7.150262328221500541e-01 3.403872757174346009e-01 2.331406771268817124e+00
7.037117530575234259e-01 3.704897538148125280e-01 1.141900094692053225e+00
6.838333608871756120e-01 3.707583327769816695e-01 1.247669950355333679e+00
6.849746114668597841e-01 3.510883065851155838e-01 2.155733639521390632e+00
7.048062556948754276e-01 3.506041273630158828e-01 2.032811423765091607e+00
6.937922196722670076e-01 3.706168419947101778e-01 1.192579511706947093e+00
6.844569634496808774e-01 3.609287471342069731e-01 1.724563857789565890e+00
6.949153719888834235e-01 3.508314129077073629e-01 2.093154445455103652e+00
7.043137807714117127e-01 3.605569709176451032e-01 1.606945549222414060e+00
6.944080452711763884e-01 3.607321520698724693e-01 1.663814882780694226e+00
6.822195732877553986e-01 3.903948581393092421e-01 3.830848346168663210e-01
6.621900333716956855e-01 3.905086282781718987e-01 4.671451422130977749e-01
6.637718666351734020e-01 3.710773137123076215e-01 1.370781295604712735e+00
6.838333608871756120e-01 3.707583327769816695e-01 1.247669950355333679e+00
6.722199429008648419e-01 3.904505048583675753e-01 4.238461914250263307e-01
6.630451058963627853e-01 3.807866528013840179e-01 8.844475823648507706e-01
6.738285926333152931e-01 3.709126759807836460e-01 1.307106510410938283e+00
6.830924691697793927e-01 3.805799437614770242e-01 7.782969790728210269e-01
6.730897937633033568e-01 3.806803575685015484e-01 8.294245609782326945e-01
6.621900333716956855e-01 3.905086282781718987e-01 4.671451422130977749e-01
6.420279850818274570e-01 3.906273521015295458e-01 5.603543866342876045e-01
6.399999999990293453e-01 4.099999999993997890e-01 2.123340673908325641e-06
6.600000000016968960e-01 4.100000000002730349e-01 1.312996796315587143e-05
6.521268045518666678e-01 3.905681041215280369e-01 5.127176651941428576e-01
6.411001048046999218e-01 4.002895660244787379e-01 2.373845789376125837e-01
6.499999999999330758e-01 4.099999999999586753e-01 6.663368064516107976e-06
6.611842558372670320e-01 4.002461006469110183e-01 1.824473006876012604e-01
6.511519157426471915e-01 4.002681090252898644e-01 2.099647829367689844e-01
8.208485205687363617e-01 2.327307322253134858e-01 2.775438591316471637e+00
8.010630699907577146e-01 2.325322163684022392e-01 2.932720726342113782e+00
7.999179098376179020e-01 2.070125434212556348e-01 2.170850373273288003e+00
8.198844178959272533e-01 2.072330677572917501e-01 1.947272095502460942e+00
8.109518561484471144e-01 2.326243031570630893e-01 2.859179442644087299e+00
8.005039386572695426e-01 2.197450282176135195e-01 2.638313241671345732e+00
8.099001682888027354e-01 2.071159480089097005e-01 2.072129491543421853e+00
8.203771652918687707e-01 2.199576705989695347e-01 2.433444069949679989e+00
8.104379989211385471e-01 2.198443651141426536e-01 2.547860795488837038e+00
8.010630699907577146e-01 2.325322163684022392e-01 2.932720726342113782e+00
7.813108247700554232e-01 2.324097418264681192e-01 3.059459176025163263e+00
7.821308932550976589e-01 2.503510416892656965e-01 3.190755657942679679e+00
8.017641538665323253e-01 2.504436746498432953e-01 3.078477572555450514e+00
7.911825612561971255e-01 2.324589538674972089e-01 2.999050935479683488e+00
7.817377924938757605e-01 2.413686554006675422e-01 3.159503695906343168e+00
7.919417647453242948e-01 2.503850632370114848e-01 3.132990472824161543e+00
8.014273171650210248e-01 2.414770553804327369e-01 3.038356747064236973e+00
7.915773799303837954e-01 2.414106702447109953e-01 3.099072821022380353e+00
7.827931477779364045e-01 2.683725074833646640e-01 3.123483784106279249e+00
7.632996714310151809e-01 2.684360633873161261e-01 3.240064898052662734e+00
7.625450381221615670e-01 2.503822059650638310e-01 3.314761343760245449e+00
7.821308932550976589e-01 2.503510416892656965e-01 3.190755657942679679e+00
7.730404004720041744e-01 2.683856492272265748e-01 3.179325446373745478e+00
7.629494862063864735e-01 2.594013888577379467e-01 3.295350793125848554e+00
7.723318644473540218e-01 2.503477244282847902e-01 3.251576157611382190e+00
7.824843368890391782e-01 2.593535237499277057e-01 3.173474220212012309e+00
7.727107266578073785e-01 2.593585875782704608e-01 3.232321506362468622e+00
7.638691711007336016e-01 2.888088652993093808e-01 3.036967259585741097e+00
7.444643405557468396e-01 2.890671003574970532e-01 3.157204648730130181e+00
7.438513484877949944e-01 2.686814277651981553e-01 3.372686132052686858e+00
7.632996714310151809e-01 2.684360633873161261e-01 3.240064898052662734e+00
7.541641553932664221e-01 2.889132825659202486e-01 3.095438792036871778e+00
7.442038943271294116e-01 2.788735520234392196e-01 3.276405426640022434e+00
7.535703112583800323e-01 2.685316553405470152e-01 3.304861975423652343e+00
7.636237069820865919e-01 2.786186259470561088e-01 3.149681753757464620e+00
7.539097993773244966e-01 2.787199619629742720e-01 3.211390956119404283e+00
7.447034139717281231e-01 3.094353409982034675e-01 2.859286513445216560e+00
7.252721880891379591e-01 3.098726170617107090e-01 2.977955546093757899e+00
7.250655638718372931e-01 2.895582343235700296e-01 3.286357753129997228e+00
7.444643405557468396e-01 2.890671003574970532e-01 3.157204648730130181e+00
7.349934358161421821e-01 3.096265832630411552e-01 2.917976755908580966e+00
7.252205350008883444e-01 2.997248945575382573e-01 3.141884230225215013e+00
7.347663344205117575e-01 2.892789661580361660e-01 3.221219848768808625e+00
7.446310789304098066e-01 2.992560146948926580e-01 3.018612894379888889e+00
7.349294534545358637e-01 2.994597266402658775e-01 3.079672297738772713e+00
7.250730493112248487e-01 3.301026691790443501e-01 2.559102622170384311e+00
7.054841081793356006e-01 3.306318672007592108e-01 2.676897517652331970e+00
7.057644183935353199e-01 3.105552473966477489e-01 3.097369496500295583e+00
7.252721880891379591e-01 3.098726170617107090e-01 2.977955546093757899e+00
7.152951356925750792e-01 3.303434132401609769e-01 2.617752659168913087e+00
7.056742252364430756e-01 3.206077905713979326e-01 2.905870269782247828e+00
7.155322365446888933e-01 3.101801077466145862e-01 3.038117840437472239e+00
7.252225877350375605e-01 3.199989543121151137e-01 2.788110104293955782e+00
7.154640414803391524e-01 3.202746280975602988e-01 2.847228003826249410e+00
7.048062556948754276e-01 3.506041273630158828e-01 2.032811423765091607e+00
6.849746114668597841e-01 3.510883065851155838e-01 2.155733639521390632e+00
6.857210185181515927e-01 3.313580043138522613e-01 2.792387048023567075e+00
7.054841081793356006e-01 3.306318672007592108e-01 2.676897517652331970e+00
6.949153719888834235e-01 3.508314129077073629e-01 2.093154445455103652e+00
6.853943109859426119e-01 3.412330420239659823e-01 2.511710541285284481e+00
6.956297875655287344e-01 3.309700092631551183e-01 2.735456309897522420e+00
7.051951651912957697e-01 3.406298062028957907e-01 2.390776587887998073e+00
6.953212379593031178e-01 3.409118850597860351e-01 2.451207698936993751e+00
6.838333608871756120e-01 3.707583327769816695e-01 1.247669950355333679e+00
6.637718666351734020e-01 3.710773137123076215e-01 1.370781295604712735e+00
6.649073885089132885e-01 3.516793968966648309e-01 2.284435708123490727e+00
6.849746114668597841e-01 3.510883065851155838e-01 2.155733639521390632e+00
6.738285926333152931e-01 3.709126759807836460e-01 1.307106510410938283e+00
6.643880595536310052e-01 3.613766308672555216e-01 1.856197588415739563e+00
6.749748247812116242e-01 3.513724336462891729e-01 2.219776989497356467e+00
6.844569634496808774e-01 3.609287471342069731e-01 1.724563857789565890e+00
6.744527466215792799e-01 3.611447082451606505e-01 1.788842806913927497e+00
6.621900333716956855e-01 3.905086282781718987e-01 4.671451422130977749e-01
6.420279850818274570e-01 3.906273521015295458e-01 5.603543866342876045e-01
6.434831810439995969e-01 3.714227516534364670e-01 1.510000345229858709e+00
6.637718666351734020e-01 3.710773137123076215e-01 1.370781295604712735e+00
6.521268045518666678e-01 3.905681041215280369e-01 5.127176651941428576e-01
6.428142363308384510e-01 3.810072938967518086e-01 1.005815202825530053e+00
6.536579827262205544e-01 3.712488179480138983e-01 1.438509494195038263e+00
6.630451058963627853e-01 3.807866528013840179e-01 8.844475823648507706e-01
6.529542774129325489e-01 3.808965190554349234e-01 9.432796481192583515e-01
8.010630699907577146e-01 2.325322163684022392e-01 2.932720726342113782e+00
7.813108247700554232e-01 2.324097418264681192e-01 3.059459176025163263e+00
7.799600767194796447e-01 2.068651757858701035e-01 2.278393883996077562e+00
7.999179098376179020e-01 2.070125434212556348e-01 2.170850373273288003e+00
7.911825612561971255e-01 2.324589538674972089e-01 2.999050935479683488e+00
7.806525780634943068e-01 2.196067410478987070e-01 2.762174919848460419e+00
7.899378165252916029e-01 2.069272412817892981e-01 2.239668335564914514e+00
8.005039386572695426e-01 2.197450282176135195e-01 2.638313241671345732e+00
7.905753364941653372e-01 2.196641005250571654e-01 2.709048795897125217e+00
7.813108247700554232e-01 2.324097418264681192e-01 3.059459176025163263e+00
7.615958853238312676e-01 2.324087428839099190e-01 3.160766464713216095e+00
7.625450381221615670e-01 2.503822059650638310e-01 3.314761343760245449e+00
7.821308932550976589e-01 2.503510416892656965e-01 3.190755657942679679e+00
7.714483619312201279e-01 2.323906547519797861e-01 3.113828425117396659e+00
7.620916196144956745e-01 2.413831819754014840e-01 3.278267978185583686e+00
7.723318644473540218e-01 2.503477244282847902e-01 3.251576157611382190e+00
7.817377924938757605e-01 2.413686554006675422e-01 3.159503695906343168e+00
7.719090352689493839e-01 2.413571228900515675e-01 3.219550713370789019e+00
7.632996714310151809e-01 2.684360633873161261e-01 3.240064898052662734e+00
7.438513484877949944e-01 2.686814277651981553e-01 3.372686132052686858e+00
7.430089943440143507e-01 2.505987870099980475e-01 3.442797791785754846e+00
7.625450381221615670e-01 2.503822059650638310e-01 3.314761343760245449e+00
7.535703112583800323e-01 2.685316553405470152e-01 3.304861975423652343e+00
7.434634342819358421e-01 2.596338457415965362e-01 3.429935141826404355e+00
7.527706763254574662e-01 2.504627253326693892e-01 3.379098893087328914e+00
7.629494862063864735e-01 2.594013888577379467e-01 3.295350793125848554e+00
7.532005007635111937e-01 2.594900235325045545e-01 3.361637794703899118e+00
7.444643405557468396e-01 2.890671003574970532e-01 3.157204648730130181e+00
7.250655638718372931e-01 2.895582343235700296e-01 3.286357753129997228e+00
7.244378892063639830e-01 2.691859517813512959e-01 3.512227981145195965e+00
7.438513484877949944e-01 2.686814277651981553e-01 3.372686132052686858e+00
7.347663344205117575e-01 2.892789661580361660e-01 3.221219848768808625e+00
7.248051827593096075e-01 2.793766085491182771e-01 3.411850835541677895e+00
7.341412892785633693e-01 2.688956859000496968e-01 3.442295419919239041e+00
7.442038943271294116e-01 2.788735520234392196e-01 3.276405426640022434e+00
7.345034965778892699e-01 2.790889103946573857e-01 3.343631340761147097e+00
7.252721880891379591e-01 3.098726170617107090e-01 2.977955546093757899e+00
7.057644183935353199e-01 3.105552473966477489e-01 3.097369496500295583e+00
7.056299950564092205e-01 2.903587931394095989e-01 3.415223593315775297e+00
7.250655638718372931e-01 2.895582343235700296e-01 3.286357753129997228e+00
7.155322365446888933e-01 3.101801077466145862e-01 3.038117840437472239e+00
7.057513855344090814e-01 3.004723705358074426e-01 3.265273126736333520e+00
7.153561176700884428e-01 2.899148104558123551e-01 3.351430625989589629e+00
7.252205350008883444e-01 2.997248945575382573e-01 3.141884230225215013e+00
7.154974115963713688e-01 3.000597907627540195e-01 3.204124878213769456e+00
7.054841081793356006e-01 3.306318672007592108e-01 2.676897517652331970e+00
6.857210185181515927e-01 3.313580043138522613e-01 2.792387048023567075e+00
6.860991144792344398e-01 3.115259790423077213e-01 3.209118891230107184e+00
7.057644183935353199e-01 3.105552473966477489e-01 3.097369496500295583e+00
6.956297875655287344e-01 3.309700092631551183e-01 2.735456309897522420e+00
6.859564076735050753e-01 3.214576178229275882e-01 3.017583993980476720e+00
6.959577218225431183e-01 3.110028996117841782e-01 3.154679229593866818e+00
7.056742252364430756e-01 3.206077905713979326e-01 2.905870269782247828e+00
6.958424300306803589e-01 3.210017383760199183e-01 2.962974262657618318e+00
6.849746114668597841e-01 3.510883065851155838e-01 2.155733639521390632e+00
6.649073885089132885e-01 3.516793968966648309e-01 2.284435708123490727e+00
6.656919826278947516e-01 3.322704940742838842e-01 2.897824990339746609e+00
6.857210185181515927e-01 3.313580043138522613e-01 2.792387048023567075e+00
6.749748247812116242e-01 3.513724336462891729e-01 2.219776989497356467e+00
6.653398168376852828e-01 3.419796801561932331e-01 2.629008855252688015e+00
6.757457697439908095e-01 3.317934126083353918e-01 2.846761425997233808e+00
6.853943109859426119e-01 3.412330420239659823e-01 2.511710541285284481e+00
6.754039400123883485e-01 3.415906879718426659e-01 2.571290925069431577e+00
6.637718666351734020e-01 3.710773137123076215e-01 1.370781295604712735e+00
6.434831810439995969e-01 3.714227516534364670e-01 1.510000345229858709e+00
6.445406660659038778e-01 3.523339711094205517e-01 2.411938829309198340e+00
6.649073885089132885e-01 3.516793968966648309e-01 2.284435708123490727e+00
6.536579827262205544e-01 3.712488179480138983e-01 1.438509494195038263e+00
6.440537539834491065e-01 3.618672041800278794e-01 1.997649576382291237e+00
6.547646089972265493e-01 3.520028020399661450e-01 2.348799117898097144e+00
6.643880595536310052e-01 3.613766308672555216e-01 1.856197588415739563e+00
6.542566243941525528e-01 3.616195642257622467e-01 1.926046483375042806e+00
7.813108247700554232e-01 2.324097418264681192e-01 3.059459176025163263e+00
7.615958853238312676e-01 2.324087428839099190e-01 3.160766464713216095e+00
7.600126656748784626e-01 2.068353963981018340e-01 2.264530881450048216e+00
7.799600767194796447e-01 2.068651757858701035e-01 2.278393883996077562e+00
7.714483619312201279e-01 2.323906547519797861e-01 3.113828425117396659e+00
7.608264341392499963e-01 2.195876576529222912e-01 2.813828833872442647e+00
7.699849304670024486e-01 2.068322632117379212e-01 2.287001753955313799e+00
7.806525780634943068e-01 2.196067410478987070e-01 2.762174919848460419e+00
7.707361071472959013e-01 2.195789464786793432e-01 2.797687478123435323e+00
7.615958853238312676e-01 2.324087428839099190e-01 3.160766464713216095e+00
7.419234646371505315e-01 2.325904761971586687e-01 3.220690372238310228e+00
7.430089943440143507e-01 2.505987870099980475e-01 3.442797791785754846e+00
7.625450381221615670e-01 2.503822059650638310e-01 3.314761343760245449e+00
7.517539991295117963e-01 2.324721897599308085e-01 3.197644899746056257e+00
7.424933586885006376e-01 2.415822386302050595e-01 3.383503642944511558e+00
7.527706763254574662e-01 2.504627253326693892e-01 3.379098893087328914e+00
7.620916196144956745e-01 2.413831819754014840e-01 3.278267978185583686e+00
7.522861795111650540e-01 2.414550288567342273e-01 3.333831165726167445e+00
7.438513484877949944e-01 2.686814277651981553e-01 3.372686132052686858e+00
7.244378892063639830e-01 2.691859517813512959e-01 3.512227981145195965e+00
7.235239710644431055e-01 2.510831107608256230e-01 3.557882058458115004e+00
7.430089943440143507e-01 2.505987870099980475e-01 3.442797791785754846e+00
7.341412892785633693e-01 2.688956859000496968e-01 3.442295419919239041e+00
7.240220856095017643e-01 2.601315081046494115e-01 3.565683409413002991e+00
7.332600778373072892e-01 2.508013415926396150e-01 3.503419859601006436e+00
7.434634342819358421e-01 2.596338457415965362e-01 3.429935141826404355e+00
7.337376643506192675e-01 2.598435803867980010e-01 3.498623419296483572e+00
7.250655638718372931e-01 2.895582343235700296e-01 3.286357753129997228e+00
7.056299950564092205e-01 2.903587931394095989e-01 3.415223593315775297e+00
7.050365771568058992e-01 2.700477084401001204e-01 3.646153961752179651e+00
7.244378892063639830e-01 2.691859517813512959e-01 3.512227981145195965e+00
7.153561176700884428e-01 2.899148104558123551e-01 3.351430625989589629e+00
7.053940222469211596e-01 2.802158322840475058e-01 3.545878516166170780e+00
7.147379231862571736e-01 2.695651859997497124e-01 3.580800522015266107e+00
7.248051827593096075e-01 2.793766085491182771e-01 3.411850835541677895e+00
7.151041963951959568e-01 2.797481626471601257e-01 3.479735758577860771e+00
7.057644183935353199e-01 3.105552473966477489e-01 3.097369496500295583e+00
6.860991144792344398e-01 3.115259790423077213e-01 3.209118891230107184e+00
6.860838875843265905e-01 2.915457315686776907e-01 3.534210503075505994e+00
7.056299950564092205e-01 2.903587931394095989e-01 3.415223593315775297e+00
6.959577218225431183e-01 3.110028996117841782e-01 3.154679229593866818e+00
6.861443036029452047e-01 3.015570661261923191e-01 3.380051485816410572e+00
6.958770360370153396e-01 2.908996518806502563e-01 3.476533277674146660e+00
7.057513855344090814e-01 3.004723705358074426e-01 3.265273126736333520e+00
6.959715168897351312e-01 3.009697810130387841e-01 3.324247773763883806e+00
6.857210185181515927e-01 3.313580043138522613e-01 2.792387048023567075e+00
6.656919826278947516e-01 3.322704940742838842e-01 2.897824990339746609e+00
6.661644613470411036e-01 3.127913973442811857e-01 3.306454789632989222e+00
6.860991144792344398e-01 3.115259790423077213e-01 3.209118891230107184e+00
6.757457697439908095e-01 3.317934126083353918e-01 2.846761425997233808e+00
6.659669987623451082e-01 3.225440729822455221e-01 3.116330221890371011e+00
6.761734939203327688e-01 3.121238431449241402e-01 3.259912499198740488e+00
6.859564076735050753e-01 3.214576178229275882e-01 3.017583993980476720e+00
6.760027054623605203e-01 3.219736624907979516e-01 3.068901522967659723e+00
6.649073885089132885e-01 3.516793968966648309e-01 2.284435708123490727e+00
6.445406660659038778e-01 3.523339711094205517e-01 2.411938829309198340e+00
6.453047736248636035e-01 3.333071634695016217e-01 2.988135346379311219e+00
6.656919826278947516e-01 3.322704940742838842e-01 2.897824990339746609e+00
6.547646089972265493e-01 3.520028020399661450e-01 2.348799117898097144e+00
6.449550379673001377e-01 3.428163910945584703e-01 2.735724719401982252e+00
6.555481279937065420e-01 3.327796813717145419e-01 2.945045292256175617e+00
6.653398168376852828e-01 3.419796801561932331e-01 2.629008855252688015e+00
6.551926601291360175e-01 3.423919154439780677e-01 2.684039990805757281e+00
7.615958853238312676e-01 2.324087428839099190e-01 3.160766464713216095e+00
7.419234646371505315e-01 2.325904761971586687e-01 3.220690372238310228e+00
7.400778379667444229e-01 2.069827673501531962e-01 2.119597532782246052e+00
7.600126656748784626e-01 2.068353963981018340e-01 2.264530881450048216e+00
7.517539991295117963e-01 2.324721897599308085e-01 3.197644899746056257e+00
7.410304201374952049e-01 2.197481260638520228e-01 2.774650923230861377e+00
7.500435474271341940e-01 2.068824676107684224e-01 2.209265859648944730e+00
7.608264341392499963e-01 2.195876576529222912e-01 2.813828833872442647e+00
7.509242779778672050e-01 2.196409423089928925e-01 2.807466137303565201e+00
7.419234646371505315e-01 2.325904761971586687e-01 3.220690372238310228e+00
7.223013951901248175e-01 2.330377864230328000e-01 3.206273971893679686e+00
7.235239710644431055e-01 2.510831107608256230e-01 3.557882058458115004e+00
7.430089943440143507e-01 2.505987870099980475e-01 3.442797791785754846e+00
7.321053317739374400e-01 2.327746772975427814e-01 3.225231690337598156e+00
7.229477119691519738e-01 2.420492218663250483e-01 3.449800120441810503e+00
7.332600778373072892e-01 2.508013415926396150e-01 3.503419859601006436e+00
7.424933586885006376e-01 2.415822386302050595e-01 3.383503642944511558e+00
7.327137067802840242e-01 2.417759702161829116e-01 3.423629727748258134e+00
7.244378892063639830e-01 2.691859517813512959e-01 3.512227981145195965e+00
7.050365771568058992e-01 2.700477084401001204e-01 3.646153961752179651e+00
7.040865196409259452e-01 2.519460064269345434e-01 3.633667111059758259e+00
7.235239710644431055e-01 2.510831107608256230e-01 3.557882058458115004e+00
7.147379231862571736e-01 2.695651859997497124e-01 3.580800522015266107e+00
7.046125839832974025e-01 2.609996150721294317e-01 3.684992662226493465e+00
7.138000056348631217e-01 2.514590198244542885e-01 3.602569991696524809e+00
7.240220856095017643e-01 2.601315081046494115e-01 3.565683409413002991e+00
7.143147721064743161e-01 2.605115226970957099e-01 3.628704164792326825e+00
7.056299950564092205e-01 2.903587931394095989e-01 3.415223593315775297e+00
6.860838875843265905e-01 2.915457315686776907e-01 3.534210503075505994e+00
6.855972837003583287e-01 2.713846174911144216e-01 3.759505451358977623e+00
7.050365771568058992e-01 2.700477084401001204e-01 3.646153961752179651e+00
6.958770360370153396e-01 2.908996518806502563e-01 3.476533277674146660e+00
6.859061020114174401e-01 2.814882331944119076e-01 3.667233698560687483e+00
6.953266684374266315e-01 2.706490612603116852e-01 3.706345604714172293e+00
7.053940222469211596e-01 2.802158322840475058e-01 3.545878516166170780e+00
6.956654544176590349e-01 2.807919810145508843e-01 3.608843938188714517e+00
6.860991144792344398e-01 3.115259790423077213e-01 3.209118891230107184e+00
6.661644613470411036e-01 3.127913973442811857e-01 3.306454789632989222e+00
6.663038461235665233e-01 2.931681044895081967e-01 3.634712160958466942e+00
6.860838875843265905e-01 2.915457315686776907e-01 3.534210503075505994e+00
6.761734939203327688e-01 3.121238431449241402e-01 3.259912499198740488e+00
6.662796355488791455e-01 3.030028921104653272e-01 3.478811390561177497e+00
6.762332579030850832e-01 2.923019915144927650e-01 3.587225889084206809e+00
6.861443036029452047e-01 3.015570661261923191e-01 3.380051485816410572e+00
6.762533990846695264e-01 3.022359651354275534e-01 3.431809706392561665e+00
6.656919826278947516e-01 3.322704940742838842e-01 2.897824990339746609e+00
6.453047736248636035e-01 3.333071634695016217e-01 2.988135346379311219e+00
6.458267317306136679e-01 3.142826164826693081e-01 3.385408692031848243e+00
6.661644613470411036e-01 3.127913973442811857e-01 3.306454789632989222e+00
6.555481279937065420e-01 3.327796813717145419e-01 2.945045292256175617e+00
6.455946994398580330e-01 3.237988578795198968e-01 3.198272490006889957e+00
6.560543535132206117e-01 3.135174630322434819e-01 3.348344139916271445e+00
6.659669987623451082e-01 3.225440729822455221e-01 3.116330221890371011e+00
6.558352002442711104e-01 3.231579338339368723e-01 3.159501137700388540e+00
7.419234646371505315e-01 2.325904761971586687e-01 3.220690372238310228e+00
7.223013951901248175e-01 2.330377864230328000e-01 3.206273971893679686e+00
7.201590970763775967e-01 2.073879370675545675e-01 1.837918199643397976e+00
7.400778379667444229e-01 2.069827673501531962e-01 2.119597532782246052e+00
7.321053317739374400e-01 2.327746772975427814e-01 3.225231690337598156e+00
7.212706345160161403e-01 2.201695809371165546e-01 2.614964377643654192e+00
7.301160294662875083e-01 2.071470557781820987e-01 1.995135372710696409e+00
7.410304201374952049e-01 2.197481260638520228e-01 2.774650923230861377e+00
7.311455615989249646e-01 2.199200795203995196e-01 2.711426082032495355e+00
7.223013951901248175e-01 2.330377864230328000e-01 3.206273971893679686e+00
7.027359354913337297e-01 2.338647117794252495e-01 3.081783603871163013e+00
7.040865196409259452e-01 2.519460064269345434e-01 3.633667111059758259e+00
7.235239710644431055e-01 2.510831107608256230e-01 3.557882058458115004e+00
7.125117421873484735e-01 2.333952113221876290e-01 3.159372024560989090e+00
7.034599041591160784e-01 2.428963424876172672e-01 3.441846630765084569e+00
7.138000056348631217e-01 2.514590198244542885e-01 3.602569991696524809e+00
7.229477119691519738e-01 2.420492218663250483e-01 3.449800120441810503e+00
7.131962846669898104e-01 2.424167273722438176e-01 3.457280149963715132e+00
7.050365771568058992e-01 2.700477084401001204e-01 3.646153961752179651e+00
6.855972837003583287e-01 2.713846174911144216e-01 3.759505451358977623e+00
6.846789933863258737e-01 2.533338987178737067e-01 3.642768310881765448e+00
7.040865196409259452e-01 2.519460064269345434e-01 3.633667111059758259e+00
6.953266684374266315e-01 2.706490612603116852e-01 3.706345604714172293e+00
6.852011766275035720e-01 2.623725164617327077e-01 3.766801579504333031e+00
6.943811415693386113e-01 2.525634297751485624e-01 3.647775812935616813e+00
7.046125839832974025e-01 2.609996150721294317e-01 3.684992662226493465e+00
6.949106644453153514e-01 2.616136874755467523e-01 3.731817411673520102e+00
6.860838875843265905e-01 2.915457315686776907e-01 3.534210503075505994e+00
6.663038461235665233e-01 2.931681044895081967e-01 3.634712160958466942e+00
6.660141023996163367e-01 2.733156649340598987e-01 3.838934736447614071e+00
6.855972837003583287e-01 2.713846174911144216e-01 3.759505451358977623e+00
6.762332579030850832e-01 2.923019915144927650e-01 3.587225889084206809e+00
6.662225824754353098e-01 2.832754820581361299e-01 3.765415215205706101e+00
6.758339724628024126e-01 2.722688793813322627e-01 3.804052745922034351e+00
6.859061020114174401e-01 2.814882331944119076e-01 3.667233698560687483e+00
6.760993436318607497e-01 2.823146103541850360e-01 3.719771323965366694e+00
6.661644613470411036e-01 3.127913973442811857e-01 3.306454789632989222e+00
6.458267317306136679e-01 3.142826164826693081e-01 3.385408692031848243e+00
6.461068358051889060e-01 2.951818101054421439e-01 3.710740740348497102e+00
6.663038461235665233e-01 2.931681044895081967e-01 3.634712160958466942e+00
6.560543535132206117e-01 3.135174630322434819e-01 3.348344139916271445e+00
6.459995082717249204e-01 3.047481294214909320e-01 3.556701241030623795e+00
6.562707540509169490e-01 2.941345902686352543e-01 3.676025237423927283e+00
6.662796355488791455e-01 3.030028921104653272e-01 3.478811390561177497e+00
6.562022072498043812e-01 3.038471770619197154e-01 3.520536372181077844e+00
7.223013951901248175e-01 2.330377864230328000e-01 3.206273971893679686e+00
7.027359354913337297e-01 2.338647117794252495e-01 3.081783603871163013e+00
7.002598298994535675e-01 2.081615099761516263e-01 1.449146088944332611e+00
7.201590970763775967e-01 2.073879370675545675e-01 1.837918199643397976e+00
7.125117421873484735e-01 2.333952113221876290e-01 3.159372024560989090e+00
7.015596186719629257e-01 2.209650270622736390e-01 2.323984428043522676e+00
7.102073770835148903e-01 2.077199318843959419e-01 1.653061781321784940e+00
7.212706345160161403e-01 2.201695809371165546e-01 2.614964377643654192e+00
7.114079608856900272e-01 2.205118436828120976e-01 2.484835041078054196e+00
7.027359354913337297e-01 2.338647117794252495e-01 3.081783603871163013e+00
6.832438319619590361e-01 2.352303755939098018e-01 2.839898815866491955e+00
6.846789933863258737e-01 2.533338987178737067e-01 3.642768310881765448e+00
7.040865196409259452e-01 2.519460064269345434e-01 3.633667111059758259e+00
6.929775564416399414e-01 2.344673073158935750e-01 2.973864551915414101e+00
6.840245326092126987e-01 2.442832688014289211e-01 3.334457818929396744e+00
6.943811415693386113e-01 2.525634297751485624e-01 3.647775812935616813e+00
7.034599041591160784e-01 2.428963424876172672e-01 3.441846630765084569e+00
6.937369863070667053e-01 2.435100041300722329e-01 3.400890615184883892e+00
6.855972837003583287e-01 2.713846174911144216e-01 3.759505451358977623e+00
6.660141023996163367e-01 2.733156649340598987e-01 3.838934736447614071e+00
6.652403513442339822e-01 2.554378928872020893e-01 3.578270088449411634e+00
6.846789933863258737e-01 2.533338987178737067e-01 3.642768310881765448e+00
6.758339724628024126e-01 2.722688793813322627e-01 3.804052745922034351e+00
6.656991418547265615e-01 2.644055148024020974e-01 3.796657559324686293e+00
6.749703565052936893e-01 2.542827486257853153e-01 3.618703807257702021e+00
6.852011766275035720e-01 2.623725164617327077e-01 3.766801579504333031e+00
6.754706739274015659e-01 2.632959577214733504e-01 3.788455415837584717e+00
6.663038461235665233e-01 2.931681044895081967e-01 3.634712160958466942e+00
6.461068358051889060e-01 2.951818101054421439e-01 3.710740740348497102e+00
6.460660218408840194e-01 2.758899839523756836e-01 3.878766509798019513e+00
6.660141023996163367e-01 2.733156649340598987e-01 3.838934736447614071e+00
6.562707540509169490e-01 2.941345902686352543e-01 3.676025237423927283e+00
6.461357814591938142e-01 2.855697043333806362e-01 3.833337706276997103e+00
6.561039527812736472e-01 2.745276822712706122e-01 3.863792807567525855e+00
6.662225824754353098e-01 2.832754820581361299e-01 3.765415215205706101e+00
6.562463343863349508e-01 2.843662097310937775e-01 3.803424493446615262e+00
7.027359354913337297e-01 2.338647117794252495e-01 3.081783603871163013e+00
6.832438319619590361e-01 2.352303755939098018e-01 2.839898815866491955e+00
6.803931505356141107e-01 2.094700305377514005e-01 1.040422994743207985e+00
7.002598298994535675e-01 2.081615099761516263e-01 1.449146088944332611e+00
6.929775564416399414e-01 2.344673073158935750e-01 2.973864551915414101e+00
