x y function_3
-7.500000000003477219e-01 -5.000000000000000000e-01 0.000000000000000000e+00
-5.000000000020612401e-01 -5.000000000000000000e-01 0.000000000000000000e+00
-6.062500000002670753e-01 -3.437499999997465916e-01 0.000000000000000000e+00
-6.250000000012044810e-01 -5.000000000000000000e-01 0.000000000000000000e+00
-5.531250000011641577e-01 -4.218749999998733236e-01 0.000000000000000000e+00
-6.781250000003073986e-01 -4.218749999998733236e-01 0.000000000000000000e+00
-7.500000000003477219e-01 -5.000000000000000000e-01 0.000000000000000000e+00
-6.062500000002670753e-01 -3.437499999997465916e-01 0.000000000000000000e+00
-1.000000000000000000e+00 -5.000000000000000000e-01 0.000000000000000000e+00
-6.781250000003073986e-01 -4.218749999998733236e-01 0.000000000000000000e+00
-8.031250000001335376e-01 -4.218749999998733236e-01 0.000000000000000000e+00
-8.750000000001738609e-01 -5.000000000000000000e-01 0.000000000000000000e+00
-5.000000000020612401e-01 -5.000000000000000000e-01 0.000000000000000000e+00
-2.500000000010421108e-01 -5.000000000000000000e-01 0.000000000000000000e+00
-2.812500000002671197e-01 -2.187500000000744960e-01 0.000000000000000000e+00
-3.750000000015516477e-01 -5.000000000000000000e-01 0.000000000000000000e+00
-2.656250000006545875e-01 -3.593750000000372480e-01 0.000000000000000000e+00
-3.906250000011641799e-01 -3.593750000000372480e-01 0.000000000000000000e+00
-5.000000000020612401e-01 -5.000000000000000000e-01 0.000000000000000000e+00
-6.062500000002670753e-01 -3.437499999997465916e-01 0.000000000000000000e+00
-2.812500000002671197e-01 -2.187500000000744960e-01 0.000000000000000000e+00
-5.531250000011641577e-01 -4.218749999998733236e-01 0.000000000000000000e+00
-4.437500000002670975e-01 -2.812499999999105160e-01 0.000000000000000000e+00
-3.906250000011641799e-01 -3.593750000000372480e-01 0.000000000000000000e+00
-6.062500000002670753e-01 -3.437499999997465916e-01 0.000000000000000000e+00
-1.000000000000000000e+00 -5.000000000000000000e-01 0.000000000000000000e+00
-4.999999999986590171e-01 1.341038391444726989e-12 0.000000000000000000e+00
-8.031250000001335376e-01 -4.218749999998733236e-01 0.000000000000000000e+00
-7.499999999993295363e-01 -2.499999999993294808e-01 0.000000000000000000e+00
-5.531249999994630739e-01 -1.718749999992027766e-01 0.000000000000000000e+00
-2.500000000010421108e-01 -5.000000000000000000e-01 0.000000000000000000e+00
-2.812500000002671197e-01 -2.187500000000744960e-01 0.000000000000000000e+00
-1.250000000005209999e-01 -3.750000000003472223e-01 0.000000000000000000e+00
-2.656250000006545875e-01 -3.593750000000372480e-01 0.000000000000000000e+00
-2.031250000003940737e-01 -2.968750000002108314e-01 0.000000000000000000e+00
-1.875000000007815415e-01 -4.375000000001736389e-01 0.000000000000000000e+00
-6.062500000002670753e-01 -3.437499999997465916e-01 0.000000000000000000e+00
-4.999999999986590171e-01 1.341038391444726989e-12 0.000000000000000000e+00
-2.812500000002671197e-01 -2.187500000000744960e-01 0.000000000000000000e+00
-5.531249999994630739e-01 -1.718749999992027766e-01 0.000000000000000000e+00
-3.906249999994630961e-01 -1.093749999993667288e-01 0.000000000000000000e+00
-4.437500000002670975e-01 -2.812499999999105160e-01 0.000000000000000000e+00
-4.999999999986590171e-01 1.341038391444726989e-12 0.000000000000000000e+00
-2.812500000002671197e-01 -2.187500000000744960e-01 0.000000000000000000e+00
-1.562499999997851996e-01 1.062499999998385014e-01 0.000000000000000000e+00
-3.906249999994630961e-01 -1.093749999993667288e-01 0.000000000000000000e+00
-2.187500000000261458e-01 -5.625000000011799728e-02 0.000000000000000000e+00
-3.281249999992221222e-01 5.312500000058976990e-02 0.000000000000000000e+00
-4.999999999986590171e-01 1.341038391444726989e-12 0.000000000000000000e+00
-1.562499999997851996e-01 1.062499999998385014e-01 0.000000000000000000e+00
0.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00
-3.281249999992221222e-01 5.312500000058976990e-02 0.000000000000000000e+00
-7.812499999989259980e-02 3.031249999999192646e-01 0.000000000000000000e+00
-2.499999999993295086e-01 2.500000000006705192e-01 0.000000000000000000e+00
-1.562499999997851996e-01 1.062499999998385014e-01 0.000000000000000000e+00
0.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00
0.000000000000000000e+00 2.499999999993046118e-01 0.000000000000000000e+00
-7.812499999989259980e-02 3.031249999999192646e-01 0.000000000000000000e+00
0.000000000000000000e+00 3.749999999996522781e-01 0.000000000000000000e+00
-7.812499999989259980e-02 1.781249999995715427e-01 0.000000000000000000e+00
-2.500000000010421108e-01 -5.000000000000000000e-01 0.000000000000000000e+00
