x y mesh_s
4.717129544224172299e-01 6.629642409911379319e-02 1.000000000000000444e+00
4.580113940828843822e-01 6.602366670512196944e-02 9.999999999999997780e-01
4.659527031105708539e-01 5.673146017420931109e-02 9.999999999999995559e-01
4.637737001574409046e-01 7.557563334282223211e-02 1.000000000000000000e+00
4.537858172607460716e-01 9.169739986439709445e-02 1.000000000000000000e+00
4.410466733274597817e-01 7.793837835418256088e-02 1.000000000000000000e+00
4.587797803376325589e-01 8.365397643204161571e-02 1.000000000000000444e+00
4.474155961049374186e-01 8.480276291514481091e-02 9.999999999999997780e-01
4.524114975915652370e-01 7.675694325938586804e-02 9.999999999999995559e-01
4.537858172607460716e-01 9.169739986439709445e-02 1.000000000000000000e+00
4.437966487051788200e-01 1.076716582233133851e-01 1.000000000000000000e+00
4.310494978679144662e-01 9.394018722334217253e-02 1.000000000000000000e+00
4.487915474621977374e-01 9.970391206767567627e-02 1.000000000000000444e+00
4.374220595855919935e-01 1.007909640248265543e-01 9.999999999999997780e-01
4.424192158653136309e-01 9.281458372743388308e-02 9.999999999999995559e-01
4.437966487051788200e-01 1.076716582233133851e-01 1.000000000000000000e+00
4.338033236437016660e-01 1.234846078983910800e-01 1.000000000000000000e+00
4.210474630778696103e-01 1.098087118969120896e-01 1.000000000000000000e+00
4.388007300692324253e-01 1.155990015203658544e-01 1.000000000000000444e+00
4.274239311563818311e-01 1.166327081773986807e-01 9.999999999999997780e-01
4.324237720767436510e-01 1.087306613872771194e-01 9.999999999999995559e-01
4.338033236437016660e-01 1.234846078983910800e-01 1.000000000000000000e+00
4.110373329899312811e-01 1.255400920713751478e-01 1.000000000000000000e+00
4.238017247069803539e-01 1.391272999043876857e-01 1.000000000000000000e+00
4.224220453143639475e-01 1.244964910791310497e-01 1.000000000000000444e+00
4.174175434363293635e-01 1.323218304883589103e-01 9.999999999999997780e-01
4.288038767878390445e-01 1.313275322654685884e-01 9.999999999999995559e-01
4.840210146693425530e-01 1.900992019737888714e-02 1.000000000000000000e+00
5.114161354302936280e-01 1.914918981104334061e-02 1.000000000000000000e+00
4.999082061175121883e-01 2.407690501237566566e-10 1.000000000000000000e+00
4.977190182680056862e-01 1.908129062882625571e-02 1.000000000000000444e+00
5.056625749417226201e-01 9.560129558558384116e-03 9.999999999999997780e-01
4.919642014348610815e-01 9.525562780268389401e-03 9.999999999999995559e-01
4.955319546848142576e-01 3.814523662549810373e-02 1.000000000000000000e+00
4.840210146693425530e-01 1.900992019737888714e-02 1.000000000000000000e+00
4.681360098653539747e-01 3.784917021262228232e-02 1.000000000000000000e+00
4.897765437012846501e-01 2.856136290606041406e-02 1.000000000000000444e+00
4.760783803199770681e-01 2.845164108403331824e-02 9.999999999999997780e-01
4.818348822174487456e-01 3.799802451037249951e-02 9.999999999999995559e-01
4.796521109011148698e-01 5.696287597368711320e-02 1.000000000000000000e+00
4.681360098653539747e-01 3.784917021262228232e-02 1.000000000000000000e+00
4.522506791931764081e-01 5.650555205532011016e-02 1.000000000000000000e+00
4.738937227082389847e-01 4.738885233903868122e-02 1.000000000000000444e+00
4.601935686931750702e-01 4.720094734734730374e-02 9.999999999999997780e-01
4.659527031105708539e-01 5.673146017420931109e-02 9.999999999999995559e-01
4.637737001574409046e-01 7.557563334282223211e-02 1.000000000000000000e+00
4.522506791931764081e-01 5.650555205532011016e-02 1.000000000000000000e+00
4.410466733274597817e-01 7.793837835418256088e-02 1.000000000000000000e+00
4.580113940828848262e-01 6.602366670512202496e-02 1.000000000000000444e+00
4.466487799343334952e-01 6.724498369825923638e-02 9.999999999999997780e-01
4.524114975915652370e-01 7.675694325938586804e-02 9.999999999999995559e-01
4.537858172607460716e-01 9.169739986439709445e-02 1.000000000000000000e+00
4.410466733274597817e-01 7.793837835418256088e-02 1.000000000000000000e+00
4.310494978679144662e-01 9.394018722334217253e-02 1.000000000000000000e+00
4.474155961049377517e-01 8.480276291514488030e-02 1.000000000000000444e+00
4.360485258765806615e-01 8.595551929238008648e-02 9.999999999999997780e-01
4.424192158653136309e-01 9.281458372743388308e-02 9.999999999999995559e-01
4.437966487051788200e-01 1.076716582233133851e-01 1.000000000000000000e+00
4.310494978679144662e-01 9.394018722334217253e-02 1.000000000000000000e+00
4.210474630778696103e-01 1.098087118969120896e-01 1.000000000000000000e+00
4.374220595855923266e-01 1.007909640248266236e-01 1.000000000000000444e+00
4.260492683805203740e-01 1.018914715818434596e-01 9.999999999999997780e-01
4.324237720767436510e-01 1.087306613872771194e-01 9.999999999999995559e-01
4.338033236437016660e-01 1.234846078983910800e-01 1.000000000000000000e+00
4.210474630778696103e-01 1.098087118969120896e-01 1.000000000000000000e+00
4.110373329899312811e-01 1.255400920713751478e-01 1.000000000000000000e+00
4.274239311563821087e-01 1.166327081773987639e-01 1.000000000000000444e+00
4.160436499853731318e-01 1.176915677597216575e-01 9.999999999999997780e-01
4.224220453143634479e-01 1.244964910791309387e-01 9.999999999999995559e-01
4.110373329899312811e-01 1.255400920713751478e-01 1.000000000000000000e+00
4.238017247069803539e-01 1.391272999043876857e-01 1.000000000000000000e+00
4.095458748954001194e-01 1.413183264525786353e-01 1.000000000000000000e+00
4.174175434363296966e-01 1.323218304883590213e-01 1.000000000000000444e+00
4.166746706630301000e-01 1.402151475127812463e-01 9.999999999999997780e-01
4.102916626572109537e-01 1.334426891148009775e-01 9.999999999999995559e-01
4.840210146693425530e-01 1.900992019737888714e-02 1.000000000000000000e+00
4.725096875176509892e-01 7.128295349439368213e-12 1.000000000000000000e+00
4.999082061175121883e-01 2.407690501237566566e-10 1.000000000000000000e+00
4.782653877722386482e-01 9.489695969777637782e-03 1.000000000000000444e+00
4.862089478318748492e-01 1.613664333235856853e-11 9.999999999999997780e-01
4.919642014348610815e-01 9.525562780268389401e-03 9.999999999999995559e-01
4.840210146693425530e-01 1.900992019737888714e-02 1.000000000000000000e+00
4.681360098653539747e-01 3.784917021262228232e-02 1.000000000000000000e+00
4.566224389856933241e-01 1.886501607068630584e-02 1.000000000000000000e+00
4.760783803199774011e-01 2.845164108403333905e-02 1.000000000000000444e+00
4.623789256371910739e-01 2.834173309268976301e-02 9.999999999999997780e-01
4.703221375213094690e-01 1.893719471082373415e-02 9.999999999999995559e-01
4.681360098653539747e-01 3.784917021262228232e-02 1.000000000000000000e+00
4.522506791931764081e-01 5.650555205532011016e-02 1.000000000000000000e+00
4.407334174750595079e-01 3.756119374853315873e-02 1.000000000000000000e+00
4.601935686931755143e-01 4.720094734734733843e-02 1.000000000000000444e+00
4.464913976570339393e-01 4.701872122077184468e-02 9.999999999999997780e-01
4.544354581185134356e-01 3.770249166241786132e-02 9.999999999999995559e-01
4.522506791931764081e-01 5.650555205532011016e-02 1.000000000000000000e+00
4.410466733274597817e-01 7.793837835418256088e-02 1.000000000000000000e+00
4.295234853997222380e-01 5.902141874807639160e-02 1.000000000000000000e+00
4.466487799343338283e-01 6.724498369825930577e-02 1.000000000000000444e+00
4.352840416578484528e-01 6.846630588293421693e-02 9.999999999999997780e-01
4.408879322025309189e-01 5.776367207399833725e-02 9.999999999999995559e-01
4.410466733274597817e-01 7.793837835418256088e-02 1.000000000000000000e+00
4.310494978679144662e-01 9.394018722334217253e-02 1.000000000000000000e+00
4.183100198703746386e-01 8.031745387531917524e-02 1.000000000000000000e+00
4.360485258765809391e-01 8.595551929238012812e-02 1.000000000000000444e+00
4.246788551328626871e-01 8.711649522487108221e-02 9.999999999999997780e-01
4.296794208681669613e-01 7.912403321911401499e-02 9.999999999999995559e-01
4.310494978679144662e-01 9.394018722334217253e-02 1.000000000000000000e+00
4.210474630778696103e-01 1.098087118969120896e-01 1.000000000000000000e+00
4.083023458779294623e-01 9.623301161346366206e-02 1.000000000000000000e+00
4.260492683805205405e-01 1.018914715818435152e-01 1.000000000000000444e+00
4.146736783156798611e-01 1.030096527621516544e-01 9.999999999999997780e-01
4.196770494528339612e-01 9.507850411192596274e-02 9.999999999999995559e-01
4.210474630778696103e-01 1.098087118969120896e-01 1.000000000000000000e+00
4.110373329899312811e-01 1.255400920713751478e-01 1.000000000000000000e+00
3.982871993628839813e-01 1.120369220123178799e-01 1.000000000000000000e+00
4.160436499853734649e-01 1.176915677597217547e-01 1.000000000000000444e+00
4.046606828083870178e-01 1.187792449010112439e-01 9.999999999999997780e-01
4.096683638280287920e-01 1.109098213054811599e-01 9.999999999999995559e-01
4.110373329899312811e-01 1.255400920713751478e-01 1.000000000000000000e+00
3.967871051666659321e-01 1.278530207321002532e-01 1.000000000000000000e+00
4.095458748954001194e-01 1.413183264525786353e-01 1.000000000000000000e+00
4.039127213510434466e-01 1.266903365648511248e-01 1.000000000000000444e+00
4.031644618210992737e-01 1.345774140208093606e-01 9.999999999999997780e-01
4.102916626572109537e-01 1.334426891148009775e-01 9.999999999999995559e-01
4.840210146693425530e-01 1.900992019737888714e-02 1.000000000000000000e+00
4.725096875176509892e-01 7.128295349439368213e-12 1.000000000000000000e+00
4.566224389856933241e-01 1.886501607068630584e-02 1.000000000000000000e+00
4.782653877722386482e-01 9.489695969777637782e-03 1.000000000000000444e+00
4.645661511741671079e-01 9.453538317948703001e-03 9.999999999999997780e-01
4.703221375213094690e-01 1.893719471082373415e-02 9.999999999999995559e-01
4.681360098653539747e-01 3.784917021262228232e-02 1.000000000000000000e+00
4.566224389856933241e-01 1.886501607068630584e-02 1.000000000000000000e+00
4.407334174750595079e-01 3.756119374853315873e-02 1.000000000000000000e+00
4.623789256371913514e-01 2.834173309268977342e-02 1.000000000000000444e+00
4.486782895535237348e-01 2.823428425319055024e-02 9.999999999999997780e-01
4.544354581185134356e-01 3.770249166241786132e-02 9.999999999999995559e-01
4.522506791931764081e-01 5.650555205532011016e-02 1.000000000000000000e+00
4.407334174750595079e-01 3.756119374853315873e-02 1.000000000000000000e+00
4.295234853997222380e-01 5.902141874807639160e-02 1.000000000000000000e+00
4.464913976570342724e-01 4.701872122077187244e-02 1.000000000000000444e+00
4.351287546175541254e-01 4.831083942220164296e-02 9.999999999999997780e-01
4.408879322025309189e-01 5.776367207399833725e-02 9.999999999999995559e-01
4.410466733274597817e-01 7.793837835418256088e-02 1.000000000000000000e+00
4.295234853997222380e-01 5.902141874807639160e-02 1.000000000000000000e+00
4.183100198703746386e-01 8.031745387531917524e-02 1.000000000000000000e+00
4.352840416578486749e-01 6.846630588293427244e-02 1.000000000000000444e+00
4.239173548256419122e-01 6.969095647080222888e-02 9.999999999999997780e-01
4.296794208681669613e-01 7.912403321911401499e-02 9.999999999999995559e-01
3.967871051666659321e-01 1.278530207321002532e-01 1.000000000000000000e+00
4.095458748954001194e-01 1.413183264525786353e-01 1.000000000000000000e+00
3.952844973593317990e-01 1.435749570680818210e-01 1.000000000000000000e+00
4.031644618210995512e-01 1.345774140208094438e-01 1.000000000000000444e+00
4.024157287262768445e-01 1.424379856324644034e-01 9.999999999999997780e-01
3.960362285832344509e-01 1.357268921461889100e-01 9.999999999999995559e-01
4.310494978679144662e-01 9.394018722334217253e-02 1.000000000000000000e+00
4.183100198703746386e-01 8.031745387531917524e-02 1.000000000000000000e+00
4.083023458779294623e-01 9.623301161346366206e-02 1.000000000000000000e+00
4.246788551328630756e-01 8.711649522487112385e-02 1.000000000000000444e+00
4.133069504317947729e-01 8.828925590664220280e-02 9.999999999999997780e-01
4.196770494528339612e-01 9.507850411192596274e-02 9.999999999999995559e-01
4.210474630778696103e-01 1.098087118969120896e-01 1.000000000000000000e+00
4.083023458779294623e-01 9.623301161346366206e-02 1.000000000000000000e+00
3.982871993628839813e-01 1.120369220123178799e-01 1.000000000000000000e+00
4.146736783156801387e-01 1.030096527621517100e-01 1.000000000000000444e+00
4.032958822274973487e-01 1.041487762217317148e-01 9.999999999999997780e-01
4.096683638280287920e-01 1.109098213054811599e-01 9.999999999999995559e-01
4.110373329899312811e-01 1.255400920713751478e-01 1.000000000000000000e+00
3.982871993628839813e-01 1.120369220123178799e-01 1.000000000000000000e+00
3.967871051666659321e-01 1.278530207321002532e-01 1.000000000000000000e+00
4.046606828083872953e-01 1.187792449010113272e-01 1.000000000000000444e+00
3.975373705048948492e-01 1.199556487367254981e-01 9.999999999999997780e-01
4.039127213510430581e-01 1.266903365648510416e-01 9.999999999999995559e-01
4.725096875176509892e-01 7.128295349439368213e-12 1.000000000000000000e+00
4.566224389856933241e-01 1.886501607068630584e-02 1.000000000000000000e+00
4.451111693239632183e-01 -2.899936773597168745e-11 1.000000000000000000e+00
4.645661511741675520e-01 9.453538317948711675e-03 1.000000000000000444e+00
4.508665220027130438e-01 9.417980408721301003e-03 9.999999999999997780e-01
4.588104286508231655e-01 -3.288471270486009674e-11 9.999999999999995559e-01
4.566224389856933241e-01 1.886501607068630584e-02 1.000000000000000000e+00
4.407334174750595079e-01 3.756119374853315873e-02 1.000000000000000000e+00
4.292209318312184552e-01 1.872849826613115151e-02 1.000000000000000000e+00
4.486782895535241789e-01 2.823428425319057106e-02 1.000000000000000444e+00
4.349766229608231227e-01 2.813147982263302163e-02 9.999999999999997780e-01
4.429220012172829235e-01 1.879501084999343069e-02 9.999999999999995559e-01
4.407334174750595079e-01 3.756119374853315873e-02 1.000000000000000000e+00
4.295234853997222380e-01 5.902141874807639160e-02 1.000000000000000000e+00
4.180076896638738049e-01 4.020663696729993158e-02 1.000000000000000000e+00
4.351287546175543475e-01 4.831083942220167765e-02 1.000000000000000444e+00
4.237647655800806934e-01 4.960197280477079279e-02 9.999999999999997780e-01
4.293710765680188168e-01 3.888481784030296817e-02 9.999999999999995559e-01
4.295234853997222380e-01 5.902141874807639160e-02 1.000000000000000000e+00
4.183100198703746386e-01 8.031745387531917524e-02 1.000000000000000000e+00
4.067901324528554463e-01 6.154617221862282439e-02 1.000000000000000000e+00
4.239173548256422452e-01 6.969095647080225664e-02 1.000000000000000444e+00
4.125489550001728012e-01 7.092181450352756655e-02 9.999999999999997780e-01
4.181574843567409383e-01 6.028147425375644797e-02 9.999999999999995559e-01
3.967871051666659321e-01 1.278530207321002532e-01 1.000000000000000000e+00
3.825338841611622964e-01 1.302182705655023365e-01 1.000000000000000000e+00
3.952844973593317990e-01 1.435749570680818210e-01 1.000000000000000000e+00
3.896607398526715782e-01 1.290288370879323354e-01 1.000000000000000444e+00
3.889072582242313891e-01 1.368917759037487081e-01 9.999999999999997780e-01
3.960362285832344509e-01 1.357268921461889100e-01 9.999999999999995559e-01
4.183100198703746386e-01 8.031745387531917524e-02 1.000000000000000000e+00
4.083023458779294623e-01 9.623301161346366206e-02 1.000000000000000000e+00
3.955661643302175179e-01 8.273875450413942234e-02 1.000000000000000000e+00
4.133069504317949949e-01 8.828925590664225831e-02 1.000000000000000444e+00
4.019332426341366560e-01 8.947665003103444370e-02 9.999999999999997780e-01
4.069388046189673647e-01 8.152158620129897060e-02 9.999999999999995559e-01
4.083023458779294623e-01 9.623301161346366206e-02 1.000000000000000000e+00
3.982871993628839813e-01 1.120369220123178799e-01 1.000000000000000000e+00
3.855483302509227217e-01 9.860033957617732325e-02 1.000000000000000000e+00
4.032958822274976818e-01 1.041487762217317842e-01 1.000000000000000444e+00
3.919165226628192888e-01 1.053111611549752413e-01 9.999999999999997780e-01
3.969259158769365414e-01 9.740635109855290408e-02 9.999999999999995559e-01
3.982871993628839813e-01 1.120369220123178799e-01 1.000000000000000000e+00
3.967871051666659321e-01 1.278530207321002532e-01 1.000000000000000000e+00
3.840426101905682343e-01 1.144461158821944019e-01 1.000000000000000000e+00
3.975373705048951267e-01 1.199556487367255675e-01 1.000000000000000444e+00
3.904133077468067703e-01 1.211431309731295924e-01 9.999999999999997780e-01
3.911651787375478584e-01 1.132366233481841428e-01 9.999999999999995559e-01
4.566224389856933241e-01 1.886501607068630584e-02 1.000000000000000000e+00
4.451111693239632183e-01 -2.899936773597168745e-11 1.000000000000000000e+00
4.292209318312184552e-01 1.872849826613115151e-02 1.000000000000000000e+00
4.508665220027134879e-01 9.417980408721306207e-03 1.000000000000000444e+00
4.371665473522166612e-01 9.383769992166385646e-03 9.999999999999997780e-01
4.429220012172829235e-01 1.879501084999343069e-02 9.999999999999995559e-01
4.407334174750595079e-01 3.756119374853315873e-02 1.000000000000000000e+00
4.292209318312184552e-01 1.872849826613115151e-02 1.000000000000000000e+00
4.180076896638738049e-01 4.020663696729993158e-02 1.000000000000000000e+00
4.349766229608234003e-01 2.813147982263303898e-02 1.000000000000000444e+00
4.236147636251511583e-01 2.948435559626077368e-02 9.999999999999997780e-01
4.293710765680188168e-01 3.888481784030296817e-02 9.999999999999995559e-01
4.295234853997222380e-01 5.902141874807639160e-02 1.000000000000000000e+00
4.180076896638738049e-01 4.020663696729993158e-02 1.000000000000000000e+00
4.067901324528554463e-01 6.154617221862282439e-02 1.000000000000000000e+00
4.237647655800810265e-01 4.960197280477082749e-02 1.000000000000000444e+00
4.123995532605516101e-01 5.089427995445655606e-02 9.999999999999997780e-01
4.181574843567409383e-01 6.028147425375644797e-02 9.999999999999995559e-01
4.183100198703746386e-01 8.031745387531917524e-02 1.000000000000000000e+00
4.067901324528554463e-01 6.154617221862282439e-02 1.000000000000000000e+00
3.955661643302175179e-01 8.273875450413942234e-02 1.000000000000000000e+00
4.125489550001730232e-01 7.092181450352762206e-02 1.000000000000000444e+00
4.011791286658624167e-01 7.216127388803963982e-02 9.999999999999997780e-01
4.069388046189673647e-01 8.152158620129897060e-02 9.999999999999995559e-01
3.825338841611622964e-01 1.302182705655023365e-01 1.000000000000000000e+00
3.952844973593317990e-01 1.435749570680818210e-01 1.000000000000000000e+00
3.810203406178895302e-01 1.459030242810721301e-01 1.000000000000000000e+00
3.889072582242317222e-01 1.368917759037488469e-01 1.000000000000000444e+00
3.881526039012834217e-01 1.447298668176056902e-01 9.999999999999997780e-01
3.817778623167725760e-01 1.380724885843651051e-01 9.999999999999995559e-01
3.967871051666659321e-01 1.278530207321002532e-01 1.000000000000000000e+00
3.825338841611622964e-01 1.302182705655023365e-01 1.000000000000000000e+00
3.840426101905682343e-01 1.144461158821944019e-01 1.000000000000000000e+00
3.896607398526715782e-01 1.290288370879323354e-01 1.000000000000000444e+00
3.832887194979694434e-01 1.223422249030186038e-01 9.999999999999997780e-01
3.904133077468066038e-01 1.211431309731295508e-01 9.999999999999995559e-01
4.083023458779294623e-01 9.623301161346366206e-02 1.000000000000000000e+00
3.955661643302175179e-01 8.273875450413942234e-02 1.000000000000000000e+00
3.855483302509227217e-01 9.860033957617732325e-02 1.000000000000000000e+00
4.019332426341369335e-01 8.947665003103451309e-02 1.000000000000000444e+00
3.905582056564367299e-01 9.068080001353039099e-02 9.999999999999997780e-01
3.969259158769365414e-01 9.740635109855290408e-02 9.999999999999995559e-01
3.982871993628839813e-01 1.120369220123178799e-01 1.000000000000000000e+00
3.855483302509227217e-01 9.860033957617732325e-02 1.000000000000000000e+00
3.840426101905682343e-01 1.144461158821944019e-01 1.000000000000000000e+00
3.919165226628196219e-01 1.053111611549753107e-01 1.000000000000000444e+00
3.847957603871316468e-01 1.065316238444247582e-01 9.999999999999997780e-01
3.911651787375478584e-01 1.132366233481841428e-01 9.999999999999995559e-01
4.451111693239632183e-01 -2.899936773597168745e-11 1.000000000000000000e+00
4.292209318312184552e-01 1.872849826613115151e-02 1.000000000000000000e+00
4.177126521180917762e-01 -1.059685464616272235e-12 1.000000000000000000e+00
4.371665473522170497e-01 9.383769992166392584e-03 1.000000000000000444e+00
4.234662844244470592e-01 9.351500044752667287e-03 9.999999999999997780e-01
4.314119122386861904e-01 4.040619384419410421e-12 9.999999999999995559e-01
4.292209318312184552e-01 1.872849826613115151e-02 1.000000000000000000e+00
4.180076896638738049e-01 4.020663696729993158e-02 1.000000000000000000e+00
4.064978792999281998e-01 2.148458057941289578e-02 1.000000000000000000e+00
4.236147636251514359e-01 2.948435559626079103e-02 1.000000000000000444e+00
4.122520996098595347e-01 3.083441537565627041e-02 9.999999999999997780e-01
4.178597101101678701e-01 2.010853895603400762e-02 9.999999999999995559e-01
4.180076896638738049e-01 4.020663696729993158e-02 1.000000000000000000e+00
4.067901324528554463e-01 6.154617221862282439e-02 1.000000000000000000e+00
3.952781653328201195e-01 4.285160916347232479e-02 1.000000000000000000e+00
4.123995532605517766e-01 5.089427995445657688e-02 1.000000000000000444e+00
4.010332760212799164e-01 5.218965157691627527e-02 9.999999999999997780e-01
4.066433431031503121e-01 4.152838662975723988e-02 9.999999999999995559e-01
4.067901324528554463e-01 6.154617221862282439e-02 1.000000000000000000e+00
3.955661643302175179e-01 8.273875450413942234e-02 1.000000000000000000e+00
3.840523306294632566e-01 6.409687068565103618e-02 1.000000000000000000e+00
4.011791286658627498e-01 7.216127388803970921e-02 1.000000000000000444e+00
3.898081964131917543e-01 7.341122112824903512e-02 9.999999999999997780e-01
3.954216588363259066e-01 6.281745747124796442e-02 9.999999999999995559e-01
3.825338841611622964e-01 1.302182705655023365e-01 1.000000000000000000e+00
3.682797597742319962e-01 1.326389235049628967e-01 1.000000000000000000e+00
3.810203406178895302e-01 1.459030242810721301e-01 1.000000000000000000e+00
3.754068044936893500e-01 1.314216050027830485e-01 1.000000000000000444e+00
3.746483427815677225e-01 1.392692207342792476e-01 9.999999999999997780e-01
3.817778623167725760e-01 1.380724885843651051e-01 9.999999999999995559e-01
3.825338841611622964e-01 1.302182705655023365e-01 1.000000000000000000e+00
3.840426101905682343e-01 1.144461158821944019e-01 1.000000000000000000e+00
3.697966052915039881e-01 1.168959379161851747e-01 1.000000000000000000e+00
3.832887194979697210e-01 1.223422249030186731e-01 1.000000000000000444e+00
3.769196885255992613e-01 1.156658048378874509e-01 9.999999999999997780e-01
3.761638277436401556e-01 1.235532817803051131e-01 9.999999999999995559e-01
3.955661643302175179e-01 8.273875450413942234e-02 1.000000000000000000e+00
3.855483302509227217e-01 9.860033957617732325e-02 1.000000000000000000e+00
3.728182801920893463e-01 8.521837030827407455e-02 1.000000000000000000e+00
3.905582056564369520e-01 9.068080001353046038e-02 1.000000000000000444e+00
3.791823333718510880e-01 9.190311387057595316e-02 9.999999999999997780e-01
3.841925130789027865e-01 8.397065440696760419e-02 9.999999999999995559e-01
3.855483302509227217e-01 9.860033957617732325e-02 1.000000000000000000e+00
3.840426101905682343e-01 1.144461158821944019e-01 1.000000000000000000e+00
3.713089471973837208e-01 1.010857492304984284e-01 1.000000000000000000e+00
3.847957603871319243e-01 1.065316238444248276e-01 1.000000000000000444e+00
3.776746075889517162e-01 1.077606698985536515e-01 9.999999999999997780e-01
3.784287725775922206e-01 9.983931512190435953e-02 9.999999999999995559e-01
4.292209318312184552e-01 1.872849826613115151e-02 1.000000000000000000e+00
4.177126521180917762e-01 -1.059685464616272235e-12 1.000000000000000000e+00
4.064978792999281998e-01 2.148458057941289578e-02 1.000000000000000000e+00
4.234662844244473368e-01 9.351500044752670757e-03 1.000000000000000444e+00
4.121058448274119712e-01 1.075672440002116773e-02 9.999999999999997780e-01
4.178597101101678701e-01 2.010853895603400762e-02 9.999999999999995559e-01
4.180076896638738049e-01 4.020663696729993158e-02 1.000000000000000000e+00
4.064978792999281998e-01 2.148458057941289578e-02 1.000000000000000000e+00
3.952781653328201195e-01 4.285160916347232479e-02 1.000000000000000000e+00
4.122520996098597568e-01 3.083441537565629817e-02 1.000000000000000444e+00
4.008886914718298722e-01 3.218306461819382680e-02 9.999999999999997780e-01
4.066433431031503121e-01 4.152838662975723988e-02 9.999999999999995559e-01
4.067901324528554463e-01 6.154617221862282439e-02 1.000000000000000000e+00
3.952781653328201195e-01 4.285160916347232479e-02 1.000000000000000000e+00
3.840523306294632566e-01 6.409687068565103618e-02 1.000000000000000000e+00
4.010332760212801939e-01 5.218965157691630996e-02 1.000000000000000444e+00
3.896661219067134585e-01 5.348967796649970602e-02 9.999999999999997780e-01
3.954216588363259066e-01 6.281745747124796442e-02 9.999999999999995559e-01
3.955661643302175179e-01 8.273875450413942234e-02 1.000000000000000000e+00
3.840523306294632566e-01 6.409687068565103618e-02 1.000000000000000000e+00
3.728182801920893463e-01 8.521837030827407455e-02 1.000000000000000000e+00
3.898081964131920318e-01 7.341122112824906287e-02 1.000000000000000444e+00
3.784364983068695398e-01 7.467303160927121763e-02 9.999999999999997780e-01
3.841925130789027865e-01 8.397065440696760419e-02 9.999999999999995559e-01
3.682797597742319962e-01 1.326389235049628967e-01 1.000000000000000000e+00
3.810203406178895302e-01 1.459030242810721301e-01 1.000000000000000000e+00
3.667562371974273372e-01 1.483041935563018110e-01 1.000000000000000000e+00
3.746483427815680001e-01 1.392692207342793032e-01 1.000000000000000444e+00
3.738881180197454746e-01 1.470945302056315684e-01 9.999999999999997780e-01
3.675190079996341619e-01 1.404819444005687978e-01 9.999999999999995559e-01
3.825338841611622964e-01 1.302182705655023365e-01 1.000000000000000000e+00
3.682797597742319962e-01 1.326389235049628967e-01 1.000000000000000000e+00
3.697966052915039881e-01 1.168959379161851747e-01 1.000000000000000000e+00
3.754068044936893500e-01 1.314216050027830485e-01 1.000000000000000444e+00
3.690388617661780057e-01 1.247764790250056599e-01 9.999999999999997780e-01
3.761638277436401556e-01 1.235532817803051131e-01 9.999999999999995559e-01
3.840426101905682343e-01 1.144461158821944019e-01 1.000000000000000000e+00
3.697966052915039881e-01 1.168959379161851747e-01 1.000000000000000000e+00
3.713089471973837208e-01 1.010857492304984284e-01 1.000000000000000000e+00
3.769196885255995388e-01 1.156658048378875342e-01 1.000000000000000444e+00
3.705532337798262410e-01 1.089986041996181265e-01 9.999999999999997780e-01
3.776746075889516052e-01 1.077606698985536238e-01 9.999999999999995559e-01
3.855483302509227217e-01 9.860033957617732325e-02 1.000000000000000000e+00
3.728182801920893463e-01 8.521837030827407455e-02 1.000000000000000000e+00
3.713089471973837208e-01 1.010857492304984284e-01 1.000000000000000000e+00
3.791823333718512545e-01 9.190311387057603643e-02 1.000000000000000444e+00
3.720639177405111186e-01 9.315860792813014657e-02 9.999999999999997780e-01
3.784287725775922206e-01 9.983931512190435953e-02 9.999999999999995559e-01
4.177126521180917762e-01 -1.059685464616272235e-12 1.000000000000000000e+00
4.064978792999281998e-01 2.148458057941289578e-02 1.000000000000000000e+00
3.915624958376522913e-01 -4.960897734412411909e-11 1.000000000000000000e+00
4.121058448274121933e-01 1.075672440002117813e-02 1.000000000000000444e+00
3.990292680595378116e-01 1.072616313936794810e-02 9.999999999999997780e-01
4.046375743138956871e-01 -4.252718535610134196e-11 9.999999999999995559e-01
4.064978792999281998e-01 2.148458057941289578e-02 1.000000000000000000e+00
3.952781653328201195e-01 4.285160916347232479e-02 1.000000000000000000e+00
3.803412606753516223e-01 2.137321552109589309e-02 1.000000000000000000e+00
4.008886914718300387e-01 3.218306461819384762e-02 1.000000000000000444e+00
3.878086540894194467e-01 3.209877485582251361e-02 9.999999999999997780e-01
3.934196499998264818e-01 2.142588074628237402e-02 9.999999999999995559e-01
3.952781653328201195e-01 4.285160916347232479e-02 1.000000000000000000e+00
3.840523306294632566e-01 6.409687068565103618e-02 1.000000000000000000e+00
3.691140983790328067e-01 4.264999218359330491e-02 1.000000000000000000e+00
3.896661219067137361e-01 5.348967796649974765e-02 1.000000000000000444e+00
3.765820168867328732e-01 5.336278963443216034e-02 9.999999999999997780e-01
3.821961651638922652e-01 4.274449202054048796e-02 9.999999999999995559e-01
3.840523306294632566e-01 6.409687068565103618e-02 1.000000000000000000e+00
3.728182801920893463e-01 8.521837030827407455e-02 1.000000000000000000e+00
3.578799956900961532e-01 6.382985138463910524e-02 1.000000000000000000e+00
3.784364983068697064e-01 7.467303160927125927e-02 1.000000000000000444e+00
3.653478512855962146e-01 7.451726566517988259e-02 9.999999999999997780e-01
3.709659973386313370e-01 6.395362762681763846e-02 9.999999999999995559e-01
3.682797597742319962e-01 1.326389235049628967e-01 1.000000000000000000e+00
