x y function_3
7.499999999993398614e-01 -5.000000000000000000e-01 0.000000000000000000e+00
7.499999999993398614e-01 -2.500000000006943890e-01 0.000000000000000000e+00
1.000000000000000000e+00 -2.500000000006943890e-01 0.000000000000000000e+00
1.000000000000000000e+00 -5.000000000000000000e-01 0.000000000000000000e+00
7.499999999993398614e-01 -3.750000000003471667e-01 0.000000000000000000e+00
8.749999999996699307e-01 -2.500000000006943890e-01 0.000000000000000000e+00
1.000000000000000000e+00 -3.750000000003471667e-01 0.000000000000000000e+00
8.749999999996699307e-01 -5.000000000000000000e-01 0.000000000000000000e+00
8.749999999996699307e-01 -3.750000000003471667e-01 0.000000000000000000e+00
7.499999999993398614e-01 -2.500000000006943890e-01 0.000000000000000000e+00
7.499999999993398614e-01 -1.378723524236846944e-12 0.000000000000000000e+00
1.000000000000000000e+00 -1.378730463130751054e-12 0.000000000000000000e+00
1.000000000000000000e+00 -2.500000000006943890e-01 0.000000000000000000e+00
7.499999999993398614e-01 -1.250000000010365597e-01 0.000000000000000000e+00
8.749999999996699307e-01 -1.378726993683799100e-12 0.000000000000000000e+00
1.000000000000000000e+00 -1.250000000010365597e-01 0.000000000000000000e+00
8.749999999996699307e-01 -2.500000000006943890e-01 0.000000000000000000e+00
8.749999999996699307e-01 -1.250000000010365597e-01 0.000000000000000000e+00
7.499999999993398614e-01 -1.378723524236846944e-12 0.000000000000000000e+00
7.499999999993398614e-01 2.499999999993045008e-01 0.000000000000000000e+00
1.000000000000000000e+00 2.499999999993046118e-01 0.000000000000000000e+00
1.000000000000000000e+00 -1.378730463130751054e-12 0.000000000000000000e+00
7.499999999993398614e-01 1.249999999989628852e-01 0.000000000000000000e+00
8.749999999996699307e-01 2.499999999993045563e-01 0.000000000000000000e+00
1.000000000000000000e+00 1.249999999989629407e-01 0.000000000000000000e+00
8.749999999996699307e-01 -1.378726993683799100e-12 0.000000000000000000e+00
8.749999999996699307e-01 1.249999999989629129e-01 0.000000000000000000e+00
7.499999999993398614e-01 2.499999999993045008e-01 0.000000000000000000e+00
7.499999999993398614e-01 5.000000000000000000e-01 0.000000000000000000e+00
1.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00
1.000000000000000000e+00 2.499999999993046118e-01 0.000000000000000000e+00
7.499999999993398614e-01 3.749999999996522781e-01 0.000000000000000000e+00
8.749999999996699307e-01 5.000000000000000000e-01 0.000000000000000000e+00
1.000000000000000000e+00 3.749999999996522781e-01 0.000000000000000000e+00
8.749999999996699307e-01 2.499999999993045563e-01 0.000000000000000000e+00
8.749999999996699307e-01 3.749999999996522781e-01 0.000000000000000000e+00
0.000000000000000000e+00 -5.000000000000000000e-01 0.000000000000000000e+00
0.000000000000000000e+00 -2.500000000006943890e-01 0.000000000000000000e+00
2.499999999994111100e-01 -2.500000000006943890e-01 0.000000000000000000e+00
2.499999999994111100e-01 -5.000000000000000000e-01 0.000000000000000000e+00
0.000000000000000000e+00 -3.750000000003471667e-01 0.000000000000000000e+00
1.249999999997055550e-01 -2.500000000006943890e-01 0.000000000000000000e+00
2.499999999994111100e-01 -3.750000000003471667e-01 0.000000000000000000e+00
1.249999999997055550e-01 -5.000000000000000000e-01 0.000000000000000000e+00
1.249999999997055550e-01 -3.750000000003471667e-01 0.000000000000000000e+00
2.499999999994111100e-01 -5.000000000000000000e-01 0.000000000000000000e+00
2.499999999994111100e-01 -2.500000000006943890e-01 0.000000000000000000e+00
4.999999999986914911e-01 -2.500000000006943890e-01 0.000000000000000000e+00
4.999999999986917132e-01 -5.000000000000000000e-01 0.000000000000000000e+00
2.499999999994111100e-01 -3.750000000003471667e-01 0.000000000000000000e+00
3.749999999990513144e-01 -2.500000000006943890e-01 0.000000000000000000e+00
4.999999999986916022e-01 -3.750000000003471667e-01 0.000000000000000000e+00
3.749999999990514254e-01 -5.000000000000000000e-01 0.000000000000000000e+00
3.749999999990513699e-01 -3.750000000003471667e-01 0.000000000000000000e+00
0.000000000000000000e+00 -2.500000000006943890e-01 0.000000000000000000e+00
0.000000000000000000e+00 -1.378730463130751054e-12 0.000000000000000000e+00
2.499999999994111100e-01 -1.378730463130751054e-12 0.000000000000000000e+00
2.499999999994111100e-01 -2.500000000006943890e-01 0.000000000000000000e+00
0.000000000000000000e+00 -1.250000000010365597e-01 0.000000000000000000e+00
1.249999999997055550e-01 -1.378730463130751054e-12 0.000000000000000000e+00
2.499999999994111100e-01 -1.250000000010365597e-01 0.000000000000000000e+00
1.249999999997055550e-01 -2.500000000006943890e-01 0.000000000000000000e+00
1.249999999997055550e-01 -1.250000000010365597e-01 0.000000000000000000e+00
4.999999999986917132e-01 -5.000000000000000000e-01 0.000000000000000000e+00
4.999999999986914911e-01 -2.500000000006943890e-01 0.000000000000000000e+00
7.499999999993398614e-01 -2.500000000006943890e-01 0.000000000000000000e+00
7.499999999993398614e-01 -5.000000000000000000e-01 0.000000000000000000e+00
4.999999999986916022e-01 -3.750000000003471667e-01 0.000000000000000000e+00
6.249999999990156763e-01 -2.500000000006943890e-01 0.000000000000000000e+00
7.499999999993398614e-01 -3.750000000003471667e-01 0.000000000000000000e+00
6.249999999990157873e-01 -5.000000000000000000e-01 0.000000000000000000e+00
6.249999999990156763e-01 -3.750000000003471667e-01 0.000000000000000000e+00
2.499999999994111100e-01 -2.500000000006943890e-01 0.000000000000000000e+00
2.499999999994111100e-01 -1.378730463130751054e-12 0.000000000000000000e+00
4.999999999986916022e-01 -1.378716585342943037e-12 0.000000000000000000e+00
4.999999999986914911e-01 -2.500000000006943890e-01 0.000000000000000000e+00
2.499999999994111100e-01 -1.250000000010365597e-01 0.000000000000000000e+00
