x y function_63
2.271037631638923304e-01 2.707106781186547906e-01 2.543288797108263287e-07
2.214799636989124298e-01 2.643207540444989512e-01 3.331522659921016855e-07
2.158059147378411646e-01 2.707106781186547906e-01 3.174175283430268227e-07
2.242918634314023940e-01 2.673346513700674554e-01 2.927610739818440214e-07
2.186429392183767972e-01 2.676711439815117055e-01 3.241980801012732458e-07
2.214548389508667614e-01 2.707106781186547906e-01 2.875208529850364156e-07
2.291666571377510842e-01 2.631859210757140355e-01 2.910891733427943519e-07
2.235428576727712113e-01 2.574105756971399872e-01 4.218741236944608522e-07
2.214799636989124298e-01 2.643207540444989512e-01 3.331522659921016855e-07
2.263547574052611477e-01 2.601280414783634920e-01 3.467658353971415154e-07
2.225114106858418206e-01 2.609363023385912195e-01 3.699214081966234970e-07
2.253233104183317570e-01 2.638112562128421823e-01 3.106848015027550014e-07
2.312295511116098656e-01 2.548791395177892882e-01 3.658261171719668893e-07
2.256057516466299651e-01 2.498870522304971198e-01 6.830856940537827355e-07
2.235428576727712113e-01 2.574105756971399872e-01 4.218741236944608522e-07
2.284176513791199015e-01 2.522285294640204678e-01 5.120329514173630149e-07
2.245743046597005743e-01 2.537316737668876554e-01 5.297643838871669213e-07
2.273862043921905385e-01 2.562718146765839977e-01 3.983658058462645453e-07
2.256057516466299651e-01 2.498870522304971198e-01 6.830856940537827355e-07
2.332924450854686194e-01 2.456559176678150547e-01 7.152704653375727698e-07
2.276686456204887188e-01 2.416466811346091870e-01 -3.475540037538334017e-09
2.294490983660492922e-01 2.479831511386490495e-01 6.677009373215114599e-07
2.304805453529786829e-01 2.435194943142896529e-01 1.107804343227048649e-06
2.266371986335593558e-01 2.458634302215302325e-01 1.020084415910859514e-06
2.028857084248069098e-01 3.652621730288928559e-01 8.292098200979966105e-08
2.176380230064015597e-01 3.674090260795659924e-01 8.196418371943670549e-08
2.013701579548852483e-01 3.876310865144464435e-01 7.546375911876548648e-08
2.102618657156042348e-01 3.663355995542294519e-01 8.269037271947807780e-08
2.095040904806433901e-01 3.775200562970062457e-01 7.913459832912750053e-08
2.021279331898460652e-01 3.764466297716696497e-01 7.937931223246823785e-08
2.028857084248069098e-01 3.652621730288928559e-01 8.292098200979966105e-08
2.044012588947285713e-01 3.428932595433392683e-01 9.569918653116795743e-08
2.191535734763232490e-01 3.450401125940124603e-01 9.276709527336787965e-08
2.036434836597677545e-01 3.540777162861160621e-01 8.881508649156679537e-08
2.117774161855259241e-01 3.439666860686758643e-01 9.436813477207260738e-08
2.110196409505650794e-01 3.551511428114526581e-01 8.760559814351068261e-08
2.059168093646502329e-01 3.205243460577857362e-01 1.198692982070437261e-07
2.206691239462448828e-01 3.226711991084588727e-01 1.116935025578057132e-07
2.044012588947285713e-01 3.428932595433392683e-01 9.569918653116795743e-08
2.132929666554475578e-01 3.215977725831222767e-01 1.160795433162528942e-07
2.125351914204867132e-01 3.327822293258990705e-01 1.034497997478564952e-07
2.051590341296893882e-01 3.317088028005624745e-01 1.065491780177168262e-07
1.999156993884096123e-01 3.080709290730030414e-01 1.438341933359098690e-07
2.112135478144607503e-01 3.080709290730030414e-01 1.401153022044735331e-07
2.059168093646502329e-01 3.205243460577857362e-01 1.198692982070437261e-07
2.055646236014351813e-01 3.080709290730030414e-01 1.426206983430482974e-07
2.085651785895554777e-01 3.142976375653944165e-01 1.291139162817936608e-07
2.029162543765299365e-01 3.142976375653944165e-01 1.307783131377903224e-07
2.165102862642712678e-01 2.956175120882202911e-01 1.675670687960655879e-07
2.052124378382201297e-01 2.956175120882202911e-01 1.789938810882207973e-07
2.112135478144607503e-01 3.080709290730030414e-01 1.401153022044735331e-07
2.108613620512456988e-01 2.956175120882202911e-01 1.741906888018641024e-07
2.082129928263404262e-01 3.018442205806116663e-01 1.578965952722267419e-07
2.138619170393660229e-01 3.018442205806116663e-01 1.526154263756123174e-07
2.105091762880306194e-01 2.831640951034375409e-01 2.323294132396715240e-07
2.218070247140818130e-01 2.831640951034375409e-01 2.045519064909690100e-07
2.165102862642712678e-01 2.956175120882202911e-01 1.675670687960655879e-07
2.161581005010562162e-01 2.831640951034375409e-01 2.193024298749911309e-07
2.191586554891765404e-01 2.893908035958289160e-01 1.841773238617129307e-07
2.135097312761509436e-01 2.893908035958289160e-01 1.971683384188162788e-07
2.271037631638923304e-01 2.707106781186547906e-01 2.543288797108263287e-07
2.158059147378411646e-01 2.707106781186547906e-01 3.174175283430268227e-07
2.218070247140818130e-01 2.831640951034375409e-01 2.045519064909690100e-07
2.214548389508667614e-01 2.707106781186547906e-01 2.875208529850364156e-07
2.188064697259614888e-01 2.769373866110461657e-01 2.550736931501913522e-07
2.244553939389870578e-01 2.769373866110461657e-01 2.274144304042566373e-07
2.291666571377510842e-01 2.631859210757140355e-01 2.910891733427943519e-07
2.271037631638923304e-01 2.707106781186547906e-01 2.543288797108263287e-07
