x y p
1.126143313483987773e+00 2.812123229819213921e-01 -1.300166837382623157e+02
1.116471440059122466e+00 2.683995162880007390e-01 -1.362651452452610101e+02
1.131717273005342195e+00 2.684061681844415181e-01 -1.218718852738651606e+02
1.152535080285437497e+00 2.556095255149556933e-01 -1.464233854379819491e+02
1.122054369823112907e+00 2.555909515313786740e-01 -1.121993528664990976e+02
1.133232806473632781e+00 2.299626991602988779e-01 -1.757466261674803150e+02
1.137296377609207543e+00 2.555968877669038686e-01 -1.237188296895876221e+02
1.127641772726731828e+00 2.427785691477956087e-01 -1.150628680344807293e+02
1.142879864392149614e+00 2.427846199047543896e-01 -1.639099660165784371e+02
1.144423194328588744e+00 2.043224272852457446e-01 -4.819808918223708361e+02
1.163699728618642570e+00 2.299832358636213769e-01 -3.669246396361565985e+02
1.133232806473632781e+00 2.299626991602988779e-01 -1.757466261674803150e+02
1.154057479488555638e+00 2.171523207681822221e-01 -4.419496339619597620e+02
1.148467075665594805e+00 2.299696383119391174e-01 -2.837405303588784591e+02
1.138826785343324266e+00 2.171438013296113356e-01 -3.223983099492797351e+02
1.156617147811253021e+00 1.788060073360477620e-01 -5.905553142866480130e+02
1.174878043832637831e+00 2.043499402106098428e-01 -5.516095960229936281e+02
1.144423194328588744e+00 2.043224272852457446e-01 -4.819808918223708361e+02
1.165744071498028500e+00 1.915782533854808178e-01 -5.959666682241594344e+02
1.159650681838579223e+00 2.043331170139331132e-01 -5.522218860072123334e+02
1.150519303980434671e+00 1.915647199408376800e-01 -5.714867087323327723e+02
1.065886581047290838e+00 5.106658865699899991e-02 1.105944306688313929e+02
1.047818722084897125e+00 2.552582973039012673e-02 1.149648650672101127e+02
1.035242622219027853e+00 5.103819781629721775e-02 1.582501623370267794e+02
1.056854836113420015e+00 3.829608053456318856e-02 1.135033260980522414e+02
1.041524738429746577e+00 3.827455526806516906e-02 1.363199919816188697e+02
1.050559774655655199e+00 5.105090930645379832e-02 1.403880204417926336e+02
1.065886581047290838e+00 5.106658865699899991e-02 1.105944306688313929e+02
1.083943053286903879e+00 7.659937629579736951e-02 9.535385202415743322e+01
1.053296305573866221e+00 7.659501577653719806e-02 1.717636632447216130e+02
1.074915426586610323e+00 6.383492128304284197e-02 1.047855157474786409e+02
1.068614745345771055e+00 7.659465426985843928e-02 1.405626517921667755e+02
1.059589013848031058e+00 6.382498899075178533e-02 1.423237465545811347e+02
1.138385209814841037e+00 1.532564179666071058e-01 -3.762511379496159520e+02
1.156617147811253021e+00 1.788060073360477620e-01 -5.905553142866480130e+02
1.126175921457860385e+00 1.787919533473018019e-01 -3.768654356681481090e+02
1.147497513551927861e+00 1.660323593608641901e-01 -5.009456300066892140e+02
1.141395781192323433e+00 1.787954195576967331e-01 -5.103594711575353244e+02
1.132280316737744652e+00 1.660242069998002223e-01 -3.994470246543304484e+02
1.120181566115640459e+00 1.276941205106946198e-01 -1.027156056190364382e+02
1.138385209814841037e+00 1.532564179666071058e-01 -3.762511379496159520e+02
1.107964160623422067e+00 1.532512654799851881e-01 -1.203027368974095879e+02
1.129280044584255238e+00 1.404772872235922065e-01 -2.294670117640039564e+02
1.123172863020879264e+00 1.532500257558025714e-01 -2.589041079317101435e+02
1.114073081759537009e+00 1.404718250459856266e-01 -1.223877026080967454e+02
1.102001478910336285e+00 1.021129327456033464e-01 4.769101295931767481e+01
1.089785095386998748e+00 1.276906129206071272e-01 7.330275768625251942e+01
1.120181566115640459e+00 1.276941205106946198e-01 -1.027156056190364382e+02
1.095893552143614169e+00 1.148995906231241454e-01 6.849674122411217070e+01
1.104980312397374709e+00 1.276886245418831500e-01 -1.003784197657739163e+01
1.111089046574087691e+00 1.149061846603625092e-01 -1.305732805182821821e+01
1.083943053286903879e+00 7.659937629579736951e-02 9.535385202415743322e+01
1.102001478910336285e+00 1.021129327456033464e-01 4.769101295931767481e+01
1.071336502375026534e+00 1.021256635201387292e-01 1.621998380934005297e+02
1.092971187567165492e+00 8.935888852135100147e-02 7.804200032033897116e+01
1.086664777471182619e+00 1.021159329864958082e-01 1.122105939374243775e+02
1.077639273272355647e+00 8.935853903496734918e-02 1.337433841688110761e+02
1.090022373919915299e+00 3.325674895719388235e-01 -2.387767145611807678e+02
1.079669331200919125e+00 3.583336570051971481e-01 -2.719681568130370692e+02
1.060146319367927248e+00 3.325318225645838566e-01 -3.559279736520017536e+02
1.084840311243445932e+00 3.454503053641043708e-01 -2.561688017218824598e+02
1.069908699770719007e+00 3.454246030643091658e-01 -3.139892028975299354e+02
1.075088770116769288e+00 3.325473673770113492e-01 -2.991466808868237877e+02
1.070544496099511411e+00 3.067841369281220643e-01 -3.198785170007087117e+02
1.090022373919915299e+00 3.325674895719388235e-01 -2.387767145611807678e+02
1.100417594087905293e+00 3.067979996494012984e-01 -2.036727977379820516e+02
1.080281259916308079e+00 3.196689175156223195e-01 -2.817997925837079265e+02
1.095215052023906344e+00 3.196837741036120395e-01 -2.223505474211948751e+02
1.085485157114005172e+00 3.067878459014447001e-01 -2.617166937474308384e+02
1.100417594087905293e+00 3.067979996494012984e-01 -2.036727977379820516e+02
1.110893957314388558e+00 2.812041006422812406e-01 -1.615038935348344182e+02
1.081034872924931278e+00 2.812054621691713607e-01 -2.561474061788029530e+02
1.105651905446601857e+00 2.940028056834823045e-01 -1.845105343477186466e+02
1.095967715958246380e+00 2.812008705317506352e-01 -2.051623492947298075e+02
1.090722090046199577e+00 2.939965507268177958e-01 -2.358085089992441681e+02
1.110893957314388558e+00 2.812041006422812406e-01 -1.615038935348344182e+02
1.091557878697739792e+00 2.556035211649251293e-01 -1.569363832488645301e+02
1.122054369823112907e+00 2.555909515313786740e-01 -1.121993528664990976e+02
1.101220682579512777e+00 2.684003996973506889e-01 -1.659292528480261524e+02
1.106808439505630792e+00 2.555927752379739126e-01 -1.255226491760431173e+02
1.116471440059122466e+00 2.683995162880007390e-01 -1.362651452452610101e+02
1.122054369823112907e+00 2.555909515313786740e-01 -1.121993528664990976e+02
1.102758210164316965e+00 2.299732479224975146e-01 -6.975354764590584011e+01
1.133232806473632781e+00 2.299626991602988779e-01 -1.757466261674803150e+02
1.112400777455593071e+00 2.427803454977598974e-01 -9.135156077135054886e+01
1.117996629830583011e+00 2.299635026420370487e-01 -1.044704739803293165e+02
1.127641772726731828e+00 2.427785691477956087e-01 -1.150628680344807293e+02
1.144423194328588744e+00 2.043224272852457446e-01 -4.819808918223708361e+02
1.113967879605018974e+00 2.043236975389131627e-01 -1.788252446958150017e+02
1.133232806473632781e+00 2.299626991602988779e-01 -1.757466261674803150e+02
1.129195590278830208e+00 2.043189039108235794e-01 -3.235562509757512544e+02
1.123595122276335845e+00 2.171427993303070847e-01 -1.844771721061991343e+02
1.138826785343324266e+00 2.171438013296113356e-01 -3.223983099492797351e+02
1.156617147811253021e+00 1.788060073360477620e-01 -5.905553142866480130e+02
1.126175921457860385e+00 1.787919533473018019e-01 -3.768654356681481090e+02
1.144423194328588744e+00 2.043224272852457446e-01 -4.819808918223708361e+02
1.141395781192323433e+00 1.787954195576967331e-01 -5.103594711575353244e+02
1.135295154774474735e+00 1.915578607546512269e-01 -4.506925531741443933e+02
1.150519303980434671e+00 1.915647199408376800e-01 -5.714867087323327723e+02
1.065886581047290838e+00 5.106658865699899991e-02 1.105944306688313929e+02
1.053296305573866221e+00 7.659501577653719806e-02 1.717636632447216130e+02
1.035242622219027853e+00 5.103819781629721775e-02 1.582501623370267794e+02
1.059589013848031058e+00 6.382498899075178533e-02 1.423237465545811347e+02
1.044272629731506141e+00 6.381911424823338841e-02 1.663233192756340770e+02
1.050559774655655199e+00 5.105090930645379832e-02 1.403880204417926336e+02
1.083943053286903879e+00 7.659937629579736951e-02 9.535385202415743322e+01
1.053296305573866221e+00 7.659501577653719806e-02 1.717636632447216130e+02
1.071336502375026534e+00 1.021256635201387292e-01 1.621998380934005297e+02
1.068614745345771055e+00 7.659465426985843928e-02 1.405626517921667755e+02
1.062316655599381487e+00 8.936417706925701976e-02 1.711962559314257248e+02
1.077639273272355647e+00 8.935853903496734918e-02 1.337433841688110761e+02
1.138385209814841037e+00 1.532564179666071058e-01 -3.762511379496159520e+02
1.107964160623422067e+00 1.532512654799851881e-01 -1.203027368974095879e+02
1.126175921457860385e+00 1.787919533473018019e-01 -3.768654356681481090e+02
1.123172863020879264e+00 1.532500257558025714e-01 -2.589041079317101435e+02
1.117065644147380077e+00 1.660235036817908350e-01 -2.547643799287579895e+02
1.132280316737744652e+00 1.660242069998002223e-01 -3.994470246543304484e+02
1.089785095386998748e+00 1.276906129206071272e-01 7.330275768625251942e+01
1.120181566115640459e+00 1.276941205106946198e-01 -1.027156056190364382e+02
1.107964160623422067e+00 1.532512654799851881e-01 -1.203027368974095879e+02
1.104980312397374709e+00 1.276886245418831500e-01 -1.003784197657739163e+01
1.114073081759537009e+00 1.404718250459856266e-01 -1.223877026080967454e+02
1.098870950053643769e+00 1.404740120263826275e-01 -1.269024899681035201e+01
1.102001478910336285e+00 1.021129327456033464e-01 4.769101295931767481e+01
1.071336502375026534e+00 1.021256635201387292e-01 1.621998380934005297e+02
1.089785095386998748e+00 1.276906129206071272e-01 7.330275768625251942e+01
1.086664777471182619e+00 1.021159329864958082e-01 1.122105939374243775e+02
1.080558602128674606e+00 1.149120335408945065e-01 1.288006155226551925e+02
1.095893552143614169e+00 1.148995906231241454e-01 6.849674122411217070e+01
1.070544496099511411e+00 3.067841369281220643e-01 -3.198785170007087117e+02
1.090022373919915299e+00 3.325674895719388235e-01 -2.387767145611807678e+02
1.060146319367927248e+00 3.325318225645838566e-01 -3.559279736520017536e+02
1.080281259916308079e+00 3.196689175156223195e-01 -2.817997925837079265e+02
1.075088770116769288e+00 3.325473673770113492e-01 -2.991466808868237877e+02
1.065338776944318999e+00 3.196596157261255011e-01 -3.408250277296357922e+02
1.070544496099511411e+00 3.067841369281220643e-01 -3.198785170007087117e+02
1.100417594087905293e+00 3.067979996494012984e-01 -2.036727977379820516e+02
1.081034872924931278e+00 2.812054621691713607e-01 -2.561474061788029530e+02
1.085485157114005172e+00 3.067878459014447001e-01 -2.617166937474308384e+02
1.090722090046199577e+00 2.939965507268177958e-01 -2.358085089992441681e+02
1.075784767696744026e+00 2.939975008314844040e-01 -2.924927812498458479e+02
1.110893957314388558e+00 2.812041006422812406e-01 -1.615038935348344182e+02
1.081034872924931278e+00 2.812054621691713607e-01 -2.561474061788029530e+02
1.091557878697739792e+00 2.556035211649251293e-01 -1.569363832488645301e+02
1.095967715958246380e+00 2.812008705317506352e-01 -2.051623492947298075e+02
1.086293121198232736e+00 2.684075236837369927e-01 -2.101800526928052761e+02
1.101220682579512777e+00 2.684003996973506889e-01 -1.659292528480261524e+02
1.091557878697739792e+00 2.556035211649251293e-01 -1.569363832488645301e+02
1.122054369823112907e+00 2.555909515313786740e-01 -1.121993528664990976e+02
1.102758210164316965e+00 2.299732479224975146e-01 -6.975354764590584011e+01
1.106808439505630792e+00 2.555927752379739126e-01 -1.255226491760431173e+02
1.112400777455593071e+00 2.427803454977598974e-01 -9.135156077135054886e+01
1.097156357443548336e+00 2.427911406168511421e-01 -1.050374377352226247e+02
1.113967879605018974e+00 2.043236975389131627e-01 -1.788252446958150017e+02
1.102758210164316965e+00 2.299732479224975146e-01 -6.975354764590584011e+01
1.133232806473632781e+00 2.299626991602988779e-01 -1.757466261674803150e+02
1.108362333635026120e+00 2.171504998465245140e-01 -9.683735826239444577e+01
1.117996629830583011e+00 2.299635026420370487e-01 -1.044704739803293165e+02
1.123595122276335845e+00 2.171427993303070847e-01 -1.844771721061991343e+02
1.126175921457860385e+00 1.787919533473018019e-01 -3.768654356681481090e+02
1.144423194328588744e+00 2.043224272852457446e-01 -4.819808918223708361e+02
1.113967879605018974e+00 2.043236975389131627e-01 -1.788252446958150017e+02
1.135295154774474735e+00 1.915578607546512269e-01 -4.506925531741443933e+02
1.129195590278830208e+00 2.043189039108235794e-01 -3.235562509757512544e+02
1.120071782446642850e+00 1.915587696740889134e-01 -2.912551642802355332e+02
1.053296305573866221e+00 7.659501577653719806e-02 1.717636632447216130e+02
1.035242622219027853e+00 5.103819781629721775e-02 1.582501623370267794e+02
1.022696299200754888e+00 7.661371323599200367e-02 1.889280340904630009e+02
1.044272629731506141e+00 6.381911424823338841e-02 1.663233192756340770e+02
1.028968050609614382e+00 6.381781867121792684e-02 1.765348147555506841e+02
1.037989496013656199e+00 7.660113284307526471e-02 1.861486579352948922e+02
1.053296305573866221e+00 7.659501577653719806e-02 1.717636632447216130e+02
1.071336502375026534e+00 1.021256635201387292e-01 1.621998380934005297e+02
1.040711589580931573e+00 1.021691220375352815e-01 2.005757046644815205e+02
1.062316655599381487e+00 8.936417706925701976e-02 1.711962559314257248e+02
1.056018193627217716e+00 1.021430600927460131e-01 1.890719594257984966e+02
1.047005012247727018e+00 8.937661485862119504e-02 1.918698635508475832e+02
1.107964160623422067e+00 1.532512654799851881e-01 -1.203027368974095879e+02
1.126175921457860385e+00 1.787919533473018019e-01 -3.768654356681481090e+02
1.095742089281216858e+00 1.788110501852591128e-01 -1.075929846429380774e+02
1.117065644147380077e+00 1.660235036817908350e-01 -2.547643799287579895e+02
1.110957898380976916e+00 1.787967456079649908e-01 -2.164483077011409762e+02
1.101854014208098365e+00 1.660314082839346173e-01 -1.145920657602172099e+02
1.089785095386998748e+00 1.276906129206071272e-01 7.330275768625251942e+01
1.077560666889705310e+00 1.532813781921197049e-01 6.518313055727108463e+01
1.107964160623422067e+00 1.532512654799851881e-01 -1.203027368974095879e+02
1.083674576166732129e+00 1.404849801105492735e-01 8.384427549829190696e+01
1.092759822272149295e+00 1.532612949827720228e-01 -7.889454633257654947e+00
1.098870950053643769e+00 1.404740120263826275e-01 -1.269024899681035201e+01
1.071336502375026534e+00 1.021256635201387292e-01 1.621998380934005297e+02
1.059124300877804403e+00 1.277456941367839105e-01 1.794856888333828238e+02
1.089785095386998748e+00 1.276906129206071272e-01 7.330275768625251942e+01
1.065232352975078678e+00 1.149327919265157039e-01 1.749471836733612804e+02
1.074450388781380550e+00 1.277131796683864395e-01 1.403577168384564118e+02
1.080558602128674606e+00 1.149120335408945065e-01 1.288006155226551925e+02
1.070544496099511411e+00 3.067841369281220643e-01 -3.198785170007087117e+02
1.060146319367927248e+00 3.325318225645838566e-01 -3.559279736520017536e+02
1.040632784816082790e+00 3.067994422179140535e-01 -4.232217632461720882e+02
1.065338776944318999e+00 3.196596157261255011e-01 -3.408250277296357922e+02
1.050386135411192745e+00 3.196565812290440567e-01 -3.941385677291708021e+02
1.055594223390712516e+00 3.067877098417048365e-01 -3.739057947496753513e+02
1.070544496099511411e+00 3.067841369281220643e-01 -3.198785170007087117e+02
1.081034872924931278e+00 2.812054621691713607e-01 -2.561474061788029530e+02
1.051144774908024715e+00 2.812423553213404537e-01 -3.551416557790203115e+02
1.075784767696744026e+00 2.939975008314844040e-01 -2.924927812498458479e+02
1.066094310993761063e+00 2.812189213479091010e-01 -3.060544403420989283e+02
1.060838670143217088e+00 2.940066051936810476e-01 -3.446446470900463055e+02
1.081034872924931278e+00 2.812054621691713607e-01 -2.561474061788029530e+02
1.091557878697739792e+00 2.556035211649251293e-01 -1.569363832488645301e+02
1.061697819913355545e+00 2.556510582376049223e-01 -2.417080708132704387e+02
1.086293121198232736e+00 2.684075236837369927e-01 -2.101800526928052761e+02
1.076630876465110909e+00 2.556217820347678193e-01 -1.981939588563155894e+02
1.071359052085499419e+00 2.684240509428399424e-01 -2.560811648199222645e+02
1.091557878697739792e+00 2.556035211649251293e-01 -1.569363832488645301e+02
1.072273052888361722e+00 2.300249215274651482e-01 -1.069523453660163597e+02
1.102758210164316965e+00 2.299732479224975146e-01 -6.975354764590584011e+01
1.081907917983629064e+00 2.428122536215898686e-01 -1.349030573597100329e+02
1.087517163676960941e+00 2.299932476755160993e-01 -8.312942871275932077e+01
1.097156357443548336e+00 2.427911406168511421e-01 -1.050374377352226247e+02
1.113967879605018974e+00 2.043236975389131627e-01 -1.788252446958150017e+02
1.083512181809660913e+00 2.043634329885365142e-01 -4.478905351423924941e+01
1.102758210164316965e+00 2.299732479224975146e-01 -6.975354764590584011e+01
1.098740073233187120e+00 2.043380782770881643e-01 -9.197855369001928239e+01
1.093128239311182970e+00 2.171682055993688631e-01 -5.834579576739625395e+01
1.108362333635026120e+00 2.171504998465245140e-01 -9.683735826239444577e+01
1.126175921457860385e+00 1.787919533473018019e-01 -3.768654356681481090e+02
1.113967879605018974e+00 2.043236975389131627e-01 -1.788252446958150017e+02
1.095742089281216858e+00 1.788110501852591128e-01 -1.075929846429380774e+02
1.120071782446642850e+00 1.915587696740889134e-01 -2.912551642802355332e+02
1.104849369064762055e+00 1.915686593763594736e-01 -1.524104151027515286e+02
1.110957898380976916e+00 1.787967456079649908e-01 -2.164483077011409762e+02
1.053296305573866221e+00 7.659501577653719806e-02 1.717636632447216130e+02
1.040711589580931573e+00 1.021691220375352815e-01 2.005757046644815205e+02
1.022696299200754888e+00 7.661371323599200367e-02 1.889280340904630009e+02
1.047005012247727018e+00 8.937661485862119504e-02 1.918698635508475832e+02
1.031706233164114250e+00 8.939671409769896215e-02 1.970910128263965646e+02
1.037989496013656199e+00 7.660113284307526471e-02 1.861486579352948922e+02
1.071336502375026534e+00 1.021256635201387292e-01 1.621998380934005297e+02
1.040711589580931573e+00 1.021691220375352815e-01 2.005757046644815205e+02
1.059124300877804403e+00 1.277456941367839105e-01 1.794856888333828238e+02
1.056018193627217716e+00 1.021430600927460131e-01 1.890719594257984966e+02
1.049916345962810693e+00 1.149629806764895096e-01 1.947653529134626069e+02
1.065232352975078678e+00 1.149327919265157039e-01 1.749471836733612804e+02
1.077560666889705310e+00 1.532813781921197049e-01 6.518313055727108463e+01
1.107964160623422067e+00 1.532512654799851881e-01 -1.203027368974095879e+02
1.095742089281216858e+00 1.788110501852591128e-01 -1.075929846429380774e+02
1.092759822272149295e+00 1.532612949827720228e-01 -7.889454633257654947e+00
1.101854014208098365e+00 1.660314082839346173e-01 -1.145920657602172099e+02
1.086646018598949714e+00 1.660491925847880912e-01 -2.582417874729584284e+01
1.059124300877804403e+00 1.277456941367839105e-01 1.794856888333828238e+02
1.089785095386998748e+00 1.276906129206071272e-01 7.330275768625251942e+01
1.077560666889705310e+00 1.532813781921197049e-01 6.518313055727108463e+01
1.074450388781380550e+00 1.277131796683864395e-01 1.403577168384564118e+02
1.083674576166732129e+00 1.404849801105492735e-01 8.384427549829190696e+01
1.068338333743951596e+00 1.405180786886210953e-01 1.355839137608232647e+02
1.070544496099511411e+00 3.067841369281220643e-01 -3.198785170007087117e+02
1.051144774908024715e+00 2.812423553213404537e-01 -3.551416557790203115e+02
1.040632784816082790e+00 3.067994422179140535e-01 -4.232217632461720882e+02
1.060838670143217088e+00 2.940066051936810476e-01 -3.446446470900463055e+02
1.045882375555595933e+00 2.940248635895936768e-01 -3.945337184504268180e+02
1.055594223390712516e+00 3.067877098417048365e-01 -3.739057947496753513e+02
1.081034872924931278e+00 2.812054621691713607e-01 -2.561474061788029530e+02
1.051144774908024715e+00 2.812423553213404537e-01 -3.551416557790203115e+02
1.061697819913355545e+00 2.556510582376049223e-01 -2.417080708132704387e+02
1.066094310993761063e+00 2.812189213479091010e-01 -3.060544403420989283e+02
1.056417413054469234e+00 2.684511777616245820e-01 -3.037626180977456443e+02
1.071359052085499419e+00 2.684240509428399424e-01 -2.560811648199222645e+02
1.091557878697739792e+00 2.556035211649251293e-01 -1.569363832488645301e+02
1.061697819913355545e+00 2.556510582376049223e-01 -2.417080708132704387e+02
1.072273052888361722e+00 2.300249215274651482e-01 -1.069523453660163597e+02
1.076630876465110909e+00 2.556217820347678193e-01 -1.981939588563155894e+02
1.066983710655329043e+00 2.428421393364748881e-01 -1.739075261085246495e+02
1.081907917983629064e+00 2.428122536215898686e-01 -1.349030573597100329e+02
1.083512181809660913e+00 2.043634329885365142e-01 -4.478905351423924941e+01
1.072273052888361722e+00 2.300249215274651482e-01 -1.069523453660163597e+02
1.102758210164316965e+00 2.299732479224975146e-01 -6.975354764590584011e+01
1.077892632743110646e+00 2.171973322931705641e-01 -6.114464936489853386e+01
1.087517163676960941e+00 2.299932476755160993e-01 -8.312942871275932077e+01
1.093128239311182970e+00 2.171682055993688631e-01 -5.834579576739625395e+01
1.113967879605018974e+00 2.043236975389131627e-01 -1.788252446958150017e+02
1.095742089281216858e+00 1.788110501852591128e-01 -1.075929846429380774e+02
1.083512181809660913e+00 2.043634329885365142e-01 -4.478905351423924941e+01
1.104849369064762055e+00 1.915686593763594736e-01 -1.524104151027515286e+02
1.089628121524791382e+00 1.915888607686155876e-01 -7.680122386022787850e+01
1.098740073233187120e+00 2.043380782770881643e-01 -9.197855369001928239e+01
1.040711589580931573e+00 1.021691220375352815e-01 2.005757046644815205e+02
1.022696299200754888e+00 7.661371323599200367e-02 1.889280340904630009e+02
1.010141488028058587e+00 1.022514702875605280e-01 1.713137101991914903e+02
1.031706233164114250e+00 8.939671409769896215e-02 1.970910128263965646e+02
1.016422429189637544e+00 8.942537243559973981e-02 1.860409857303691012e+02
1.025418635117947286e+00 1.022048991529631579e-01 1.909679052982640997e+02
1.040711589580931573e+00 1.021691220375352815e-01 2.005757046644815205e+02
1.028504075052315780e+00 1.278457659151575332e-01 1.810114964392282957e+02
1.059124300877804403e+00 1.277456941367839105e-01 1.794856888333828238e+02
1.034612309701795185e+00 1.150037799877881295e-01 1.944861639546000163e+02
1.043808312635065016e+00 1.277894408913524404e-01 1.899002149114189706e+02
1.049916345962810693e+00 1.149629806764895096e-01 1.947653529134626069e+02
1.077560666889705310e+00 1.532813781921197049e-01 6.518313055727108463e+01
1.065318879923255579e+00 1.788737781009708538e-01 -7.303027844184181383e+00
1.095742089281216858e+00 1.788110501852591128e-01 -1.075929846429380774e+02
1.071442327019349605e+00 1.660782366955950995e-01 1.244008033348069198e+01
1.080528922538488201e+00 1.788362357398771696e-01 -4.486351442314298765e+01
1.086646018598949714e+00 1.660491925847880912e-01 -2.582417874729584284e+01
1.059124300877804403e+00 1.277456941367839105e-01 1.794856888333828238e+02
1.077560666889705310e+00 1.532813781921197049e-01 6.518313055727108463e+01
1.046888407540672361e+00 1.533819762860204050e-01 9.138694046751628264e+01
1.068338333743951596e+00 1.405180786886210953e-01 1.355839137608232647e+02
1.062220899168119903e+00 1.533251047889226393e-01 8.911303646044302695e+01
1.053010240728758928e+00 1.405627528369395862e-01 1.580057176128204333e+02
1.051144774908024715e+00 2.812423553213404537e-01 -3.551416557790203115e+02
1.040632784816082790e+00 3.067994422179140535e-01 -4.232217632461720882e+02
1.021213038822922359e+00 2.813237704727457045e-01 -4.327473033226835355e+02
1.045882375555595933e+00 2.940248635895936768e-01 -3.945337184504268180e+02
1.030914302854296194e+00 2.940533089679819856e-01 -4.354032909268111666e+02
1.036184866417936723e+00 2.812769153197066663e-01 -3.959145963045932604e+02
1.051144774908024715e+00 2.812423553213404537e-01 -3.551416557790203115e+02
1.031809619086242025e+00 2.557480260589478083e-01 -3.199285782738886610e+02
1.061697819913355545e+00 2.556510582376049223e-01 -2.417080708132704387e+02
1.041467017509920323e+00 2.684901560491564920e-01 -3.440561890911424712e+02
1.046757754917688965e+00 2.556926812809428573e-01 -2.816452856970432208e+02
1.056417413054469234e+00 2.684511777616245820e-01 -3.037626180977456443e+02
1.061697819913355545e+00 2.556510582376049223e-01 -2.417080708132704387e+02
1.072273052888361722e+00 2.300249215274651482e-01 -1.069523453660163597e+02
1.042431382620959468e+00 2.301223213735652251e-01 -1.695135030458527865e+02
1.066983710655329043e+00 2.428421393364748881e-01 -1.739075261085246495e+02
1.057354180548273570e+00 2.300665642986445825e-01 -1.385118646383911312e+02
1.052054301194198738e+00 2.428846299936586461e-01 -2.099300905334045240e+02
1.053056180133021158e+00 2.044531464296816259e-01 -3.847725601351834257e+01
1.083512181809660913e+00 2.043634329885365142e-01 -4.478905351423924941e+01
1.072273052888361722e+00 2.300249215274651482e-01 -1.069523453660163597e+02
1.068284215219830635e+00 2.044012583400972582e-01 -3.947725056641186825e+01
1.077892632743110646e+00 2.171973322931705641e-01 -6.114464936489853386e+01
1.062655278105353540e+00 2.172393991058898244e-01 -7.465564765110411827e+01
1.065318879923255579e+00 1.788737781009708538e-01 -7.303027844184181383e+00
1.095742089281216858e+00 1.788110501852591128e-01 -1.075929846429380774e+02
1.083512181809660913e+00 2.043634329885365142e-01 -4.478905351423924941e+01
1.080528922538488201e+00 1.788362357398771696e-01 -4.486351442314298765e+01
1.089628121524791382e+00 1.915888607686155876e-01 -7.680122386022787850e+01
1.074408272762397365e+00 1.916208184387307445e-01 -3.026733344044732377e+01
1.040711589580931573e+00 1.021691220375352815e-01 2.005757046644815205e+02
1.028504075052315780e+00 1.278457659151575332e-01 1.810114964392282957e+02
1.010141488028058587e+00 1.022514702875605280e-01 1.713137101991914903e+02
1.034612309701795185e+00 1.150037799877881295e-01 1.944861639546000163e+02
1.019322166369007743e+00 1.150564154187361382e-01 1.778112246733009272e+02
1.025418635117947286e+00 1.022048991529631579e-01 1.909679052982640997e+02
1.028504075052315780e+00 1.278457659151575332e-01 1.810114964392282957e+02
1.059124300877804403e+00 1.277456941367839105e-01 1.794856888333828238e+02
1.046888407540672361e+00 1.533819762860204050e-01 9.138694046751628264e+01
1.043808312635065016e+00 1.277894408913524404e-01 1.899002149114189706e+02
1.053010240728758928e+00 1.405627528369395862e-01 1.580057176128204333e+02
1.037691656919321304e+00 1.406204394876409414e-01 1.478536918300929699e+02
1.077560666889705310e+00 1.532813781921197049e-01 6.518313055727108463e+01
1.046888407540672361e+00 1.533819762860204050e-01 9.138694046751628264e+01
1.065318879923255579e+00 1.788737781009708538e-01 -7.303027844184181383e+00
1.062220899168119903e+00 1.533251047889226393e-01 8.911303646044302695e+01
1.056096907561940190e+00 1.661323464200418765e-01 3.764623832579195550e+01
1.071442327019349605e+00 1.660782366955950995e-01 1.244008033348069198e+01
1.051144774908024715e+00 2.812423553213404537e-01 -3.551416557790203115e+02
1.031809619086242025e+00 2.557480260589478083e-01 -3.199285782738886610e+02
1.021213038822922359e+00 2.813237704727457045e-01 -4.327473033226835355e+02
1.041467017509920323e+00 2.684901560491564920e-01 -3.440561890911424712e+02
1.026506549396518420e+00 2.685422679469581242e-01 -3.825711560999691301e+02
1.036184866417936723e+00 2.812769153197066663e-01 -3.959145963045932604e+02
1.031809619086242025e+00 2.557480260589478083e-01 -3.199285782738886610e+02
1.061697819913355545e+00 2.556510582376049223e-01 -2.417080708132704387e+02
1.042431382620959468e+00 2.301223213735652251e-01 -1.695135030458527865e+02
1.046757754917688965e+00 2.556926812809428573e-01 -2.816452856970432208e+02
1.052054301194198738e+00 2.428846299936586461e-01 -2.099300905334045240e+02
1.037118895504866245e+00 2.429411696201962678e-01 -2.480725295330813367e+02
1.053056180133021158e+00 2.044531464296816259e-01 -3.847725601351834257e+01
1.072273052888361722e+00 2.300249215274651482e-01 -1.069523453660163597e+02
1.042431382620959468e+00 2.301223213735652251e-01 -1.695135030458527865e+02
1.062655278105353540e+00 2.172393991058898244e-01 -7.465564765110411827e+01
1.057354180548273570e+00 2.300665642986445825e-01 -1.385118646383911312e+02
1.047744509845579319e+00 2.172925219684975207e-01 -9.910175286511552883e+01
1.065318879923255579e+00 1.788737781009708538e-01 -7.303027844184181383e+00
1.053056180133021158e+00 2.044531464296816259e-01 -3.847725601351834257e+01
1.083512181809660913e+00 2.043634329885365142e-01 -4.478905351423924941e+01
1.059190081844662679e+00 1.916660799294239992e-01 -1.475347879396441186e+01
1.068284215219830635e+00 2.044012583400972582e-01 -3.947725056641186825e+01
1.074408272762397365e+00 1.916208184387307445e-01 -3.026733344044732377e+01
