x y solution_f
1.498245719544172294e-01 2.161363235265482408e-01 1.383231770158465324e+00
1.519990369215273862e-01 2.134490661797122102e-01 1.610760574505486797e-05
1.485481223787132044e-01 2.117511779928786253e-01 1.025378514651853923e+00
1.169469773712245031e-01 1.948088341910625132e-01 1.927333812993784257e+00
1.292855168488466766e-01 1.889533427729052084e-01 1.589275442271046446e+00
1.169479012128441658e-01 1.838599380891720869e-01 2.050862125902006561e+00
1.231162471100355899e-01 1.918810884819838747e-01 1.750295809640293854e+00
1.231167090308454282e-01 1.864066404310386615e-01 1.848137361647846699e+00
1.169474392920343275e-01 1.893343861401173001e-01 1.973568270504628464e+00
1.292904730716489259e-01 1.999023724157313608e-01 1.432912261917172358e+00
1.292855168488466766e-01 1.889533427729052084e-01 1.589275442271046446e+00
1.345011843291214759e-01 1.945274112293483293e-01 1.202916721228991959e+00
1.292879949602477874e-01 1.944278575943182985e-01 1.466745331524035745e+00
1.318933505889840763e-01 1.917403770011267827e-01 1.403527665618158116e+00
1.318958287003851870e-01 1.972148918225398451e-01 1.304650680479695568e+00
1.344999585522850816e-01 2.054766691267525813e-01 1.253617722924246225e+00
1.345011843291214759e-01 1.945274112293483293e-01 1.202916721228991959e+00
1.395586383063787683e-01 2.001017590258243606e-01 8.004686608239498513e-01
1.345005714407032649e-01 2.000020401780504553e-01 1.151168119992134198e+00
1.370299113177501082e-01 1.973145851275863449e-01 9.944810181070224964e-01
1.370292984293319249e-01 2.027892140762884710e-01 1.029263292365462767e+00
1.402062661767358998e-01 2.110504410911637763e-01 1.317296405188057573e+00
1.395586383063787683e-01 2.001017590258243606e-01 8.004686608239498513e-01
1.449654236859602152e-01 2.056762958805026797e-01 7.246056697450501405e-01
1.398824522415573202e-01 2.055761000584940823e-01 9.798405642642895597e-01
1.422620309961694918e-01 2.028890274531635063e-01 6.827281532888281879e-01
1.425858449313480714e-01 2.083633684858332280e-01 1.049898108013543441e+00
1.463736574116030476e-01 2.144384353397146559e-01 1.529267492316564336e+00
1.449654236859602152e-01 2.056762958805026797e-01 7.246056697450501405e-01
1.507225873458233611e-01 2.090639206460426225e-01 1.936380049311635352e-05
1.456695405487816175e-01 2.100573656101086817e-01 1.120256558224010490e+00
1.478440055158917743e-01 2.073701082632726511e-01 6.697109490787523933e-01
1.485481223787132044e-01 2.117511779928786253e-01 1.025378514651853923e+00
1.292855168488466766e-01 1.889533427729052084e-01 1.589275442271046446e+00
1.169479012128441658e-01 1.838599380891720869e-01 2.050862125902006561e+00
1.292938833027475198e-01 1.780046912751662436e-01 1.966228905030176222e+00
1.231167090308454282e-01 1.864066404310386615e-01 1.848137361647848032e+00
1.231208922577958498e-01 1.809323146821691652e-01 1.978724788823524428e+00
1.292897000757970982e-01 1.834790170240357399e-01 1.767098537773699629e+00
1.292855168488466766e-01 1.889533427729052084e-01 1.589275442271046446e+00
1.345011843291214759e-01 1.945274112293483293e-01 1.202916721228991959e+00
1.351335144581174430e-01 1.835796900117756258e-01 1.635106389099240776e+00
1.318933505889840763e-01 1.917403770011267827e-01 1.403527665618159004e+00
1.348173493936194456e-01 1.890535506205619776e-01 1.384197109480619137e+00
1.322095156534820459e-01 1.862665163923404310e-01 1.587875155206592170e+00
1.345011843291214759e-01 1.945274112293483293e-01 1.202916721228991959e+00
1.395586383063787683e-01 2.001017590258243606e-01 8.004686608239498513e-01
1.401840932232112091e-01 1.891531776617925431e-01 1.189899998652086399e+00
1.370299113177501082e-01 1.973145851275863449e-01 9.944810181070232735e-01
1.398713657647949749e-01 1.946274683438084518e-01 8.941113724471791979e-01
1.373426387761663425e-01 1.918402944455704362e-01 1.153525888319767212e+00
1.395586383063787683e-01 2.001017590258243606e-01 8.004686608239498513e-01
1.449654236859602152e-01 2.056762958805026797e-01 7.246056697450501405e-01
1.449309385870209410e-01 1.947265348572539689e-01 5.716666887502535044e-01
1.422620309961694918e-01 2.028890274531635063e-01 6.827281532888286320e-01
1.449481811364905781e-01 2.002014153688783105e-01 3.657568655466324481e-01
1.422447884466998547e-01 1.974141469415391648e-01 6.116507336173749865e-01
1.449654236859602152e-01 2.056762958805026797e-01 7.246056697450501405e-01
1.507225873458233611e-01 2.090639206460426225e-01 1.936380049311635352e-05
1.499034834168182784e-01 2.003011477457901923e-01 5.551628073002118531e-03
1.478440055158917743e-01 2.073701082632726511e-01 6.697109490787526154e-01
1.503130353813208198e-01 2.046825341959164213e-01 2.696101180220262226e-04
1.474344535513892329e-01 2.029887218131464222e-01 3.224301255389874776e-01
1.292855168488466766e-01 1.889533427729052084e-01 1.589275442271046446e+00
1.351335144581174430e-01 1.835796900117756258e-01 1.635106389099240776e+00
1.292938833027475198e-01 1.780046912751662436e-01 1.966228905030176222e+00
1.322095156534820459e-01 1.862665163923404310e-01 1.587875155206593725e+00
1.322136988804324953e-01 1.807921906434709347e-01 1.812886308487437592e+00
1.292897000757970982e-01 1.834790170240357399e-01 1.767098537773699629e+00
1.345011843291214759e-01 1.945274112293483293e-01 1.202916721228991959e+00
1.351335144581174430e-01 1.835796900117756258e-01 1.635106389099240776e+00
1.401840932232112091e-01 1.891531776617925431e-01 1.189899998652086399e+00
1.348173493936194456e-01 1.890535506205619776e-01 1.384197109480620025e+00
1.376588038406643122e-01 1.863664338367840845e-01 1.429051407537301976e+00
1.373426387761663425e-01 1.918402944455704362e-01 1.153525888319767212e+00
1.395586383063787683e-01 2.001017590258243606e-01 8.004686608239498513e-01
1.401840932232112091e-01 1.891531776617925431e-01 1.189899998652086399e+00
1.449309385870209410e-01 1.947265348572539689e-01 5.716666887502535044e-01
1.398713657647949749e-01 1.946274683438084518e-01 8.941113724471798641e-01
1.425575159051160612e-01 1.919398562595232560e-01 9.091445441697242336e-01
1.422447884466998547e-01 1.974141469415391648e-01 6.116507336173749865e-01
1.449654236859602152e-01 2.056762958805026797e-01 7.246056697450501405e-01
1.449309385870209410e-01 1.947265348572539689e-01 5.716666887502535044e-01
1.499034834168182784e-01 2.003011477457901923e-01 5.551628073002118531e-03
1.449481811364905781e-01 2.002014153688783105e-01 3.657568655466328367e-01
1.474172110019196236e-01 1.975138413015220806e-01 1.917584855421107515e-01
1.474344535513892329e-01 2.029887218131464222e-01 3.224301255389874776e-01
1.351335144581174430e-01 1.835796900117756258e-01 1.635106389099240776e+00
1.292938833027475198e-01 1.780046912751662436e-01 1.966228905030176222e+00
1.362217760256520804e-01 1.746617926717168867e-01 2.075297536945842403e+00
1.322136988804324953e-01 1.807921906434709347e-01 1.812886308487438924e+00
1.327578296641998001e-01 1.763332419734415790e-01 2.002148871843852262e+00
1.356776452418847478e-01 1.791207413417462702e-01 1.856421912261769558e+00
1.351335144581174430e-01 1.835796900117756258e-01 1.635106389099240776e+00
1.401840932232112091e-01 1.891531776617925431e-01 1.189899998652086399e+00
1.416053478275125233e-01 1.802352173434786375e-01 1.796559956297279825e+00
1.376588038406643122e-01 1.863664338367840845e-01 1.429051407537302865e+00
1.408947205253618662e-01 1.846941975026356042e-01 1.487800411265636447e+00
1.383694311428149692e-01 1.819074536776271178e-01 1.686210695164616968e+00
1.401840932232112091e-01 1.891531776617925431e-01 1.189899998652086399e+00
1.449309385870209410e-01 1.947265348572539689e-01 5.716666887502535044e-01
1.463153823099766770e-01 1.858141965757910130e-01 1.361521983118578971e+00
1.425575159051160612e-01 1.919398562595232560e-01 9.091445441697246777e-01
1.456231604484988229e-01 1.902703657165225049e-01 9.539113278482613811e-01
1.432497377665939431e-01 1.874836871187917642e-01 1.253484402410530718e+00
1.449309385870209410e-01 1.947265348572539689e-01 5.716666887502535044e-01
1.499034834168182784e-01 2.003011477457901923e-01 5.551628073002118531e-03
1.506375385633780262e-01 1.913880639586536536e-01 -7.565553598770824624e-04
1.474172110019196236e-01 1.975138413015220806e-01 1.917584855421108903e-01
1.502705109900981384e-01 1.958446058522219091e-01 5.768060205840128130e-04
1.477842385751994836e-01 1.930572994079537974e-01 5.236833268399109231e-01
1.351335144581174430e-01 1.835796900117756258e-01 1.635106389099240776e+00
1.416053478275125233e-01 1.802352173434786375e-01 1.796559956297279825e+00
1.362217760256520804e-01 1.746617926717168867e-01 2.075297536945842403e+00
1.383694311428149692e-01 1.819074536776271178e-01 1.686210695164618745e+00
1.389135619265823018e-01 1.774485050075977621e-01 1.946873803539921788e+00
1.356776452418847478e-01 1.791207413417462702e-01 1.856421912261769558e+00
1.401840932232112091e-01 1.891531776617925431e-01 1.189899998652086399e+00
1.416053478275125233e-01 1.802352173434786375e-01 1.796559956297279825e+00
1.463153823099766770e-01 1.858141965757910130e-01 1.361521983118578971e+00
1.408947205253618662e-01 1.846941975026356042e-01 1.487800411265637557e+00
1.439603650687446001e-01 1.830247069596348253e-01 1.616648988565613010e+00
1.432497377665939431e-01 1.874836871187917642e-01 1.253484402410530718e+00
1.449309385870209410e-01 1.947265348572539689e-01 5.716666887502535044e-01
1.463153823099766770e-01 1.858141965757910130e-01 1.361521983118578971e+00
1.506375385633780262e-01 1.913880639586536536e-01 -7.565553598770824624e-04
1.456231604484988229e-01 1.902703657165225049e-01 9.539113278482620473e-01
1.484764604366773377e-01 1.886011302672223333e-01 8.797942385092922812e-01
1.477842385751994836e-01 1.930572994079537974e-01 5.236833268399109231e-01
1.416053478275125233e-01 1.802352173434786375e-01 1.796559956297279825e+00
1.362217760256520804e-01 1.746617926717168867e-01 2.075297536945842403e+00
1.443947156633637041e-01 1.713436095473041543e-01 2.386512749151156854e+00
1.389135619265823018e-01 1.774485050075977621e-01 1.946873803539923120e+00
1.403082458445079062e-01 1.730027011095105205e-01 2.198278066160589628e+00
1.430000317454381276e-01 1.757894134453913959e-01 2.098952728790175026e+00
1.416053478275125233e-01 1.802352173434786375e-01 1.796559956297279825e+00
1.463153823099766770e-01 1.858141965757910130e-01 1.361521983118578971e+00
1.488250342990058428e-01 1.769015987813564450e-01 2.165638997517736808e+00
1.439603650687446001e-01 1.830247069596348253e-01 1.616648988565614120e+00
1.475702083044912460e-01 1.813578976785737429e-01 1.768977468096562422e+00
1.452151910632591969e-01 1.785684080624175274e-01 1.975983505443613009e+00
1.463153823099766770e-01 1.858141965757910130e-01 1.361521983118578971e+00
1.506375385633780262e-01 1.913880639586536536e-01 -7.565553598770824624e-04
1.531596664771247562e-01 1.824650997127023333e-01 -9.829194170269664457e-06
1.484764604366773377e-01 1.886011302672223333e-01 8.797942385092927253e-01
1.518986025202513912e-01 1.869265818356780073e-01 -2.042910407259589545e-05
1.497375243935507028e-01 1.841396481442466593e-01 1.237902469864916810e+00
1.416053478275125233e-01 1.802352173434786375e-01 1.796559956297279825e+00
1.488250342990058428e-01 1.769015987813564450e-01 2.165638997517736808e+00
1.443947156633637041e-01 1.713436095473041543e-01 2.386512749151156854e+00
1.452151910632591969e-01 1.785684080624175274e-01 1.975983505443614785e+00
1.466098749811847735e-01 1.741226041643302858e-01 2.322194067899665537e+00
1.430000317454381276e-01 1.757894134453913959e-01 2.098952728790175026e+00
1.463153823099766770e-01 1.858141965757910130e-01 1.361521983118578971e+00
1.488250342990058428e-01 1.769015987813564450e-01 2.165638997517736808e+00
1.531596664771247562e-01 1.824650997127023333e-01 -9.829194170269664457e-06
1.475702083044912460e-01 1.813578976785737429e-01 1.768977468096563310e+00
1.509923503880652995e-01 1.796833492470293892e-01 1.590922368643731710e+00
1.497375243935507028e-01 1.841396481442466593e-01 1.237902469864916810e+00
1.488250342990058428e-01 1.769015987813564450e-01 2.165638997517736808e+00
1.443947156633637041e-01 1.713436095473041543e-01 2.386512749151156854e+00
1.542120793889895369e-01 1.679214409366272809e-01 2.911305897905855034e+00
1.466098749811847735e-01 1.741226041643302858e-01 2.322194067899667758e+00
1.493033975261766066e-01 1.696325252419657037e-01 2.652178133666460713e+00
1.515185568439976760e-01 1.724115198589918629e-01 2.547109991988924182e+00
1.488250342990058428e-01 1.769015987813564450e-01 2.165638997517736808e+00
1.531596664771247562e-01 1.824650997127023333e-01 -9.829194170269664457e-06
1.571639777327998311e-01 1.735965337604920833e-01 9.443627003031343254e-05
1.509923503880652995e-01 1.796833492470293892e-01 1.590922368643732598e+00
1.551618221049622937e-01 1.780308167365972083e-01 8.616960326523760401e-06
1.529945060159028369e-01 1.752490662709242641e-01 1.930901405915451008e+00
1.488250342990058428e-01 1.769015987813564450e-01 2.165638997517736808e+00
1.571639777327998311e-01 1.735965337604920833e-01 9.443627003031343254e-05
1.542120793889895369e-01 1.679214409366272809e-01 2.911305897905855034e+00
1.529945060159028369e-01 1.752490662709242641e-01 1.930901405915453006e+00
1.556880285608946979e-01 1.707589873485596821e-01 2.243883872557714820e+00
1.515185568439976760e-01 1.724115198589918629e-01 2.547109991988924182e+00
1.571639777327998311e-01 1.735965337604920833e-01 9.443627003031343254e-05
1.542120793889895369e-01 1.679214409366272809e-01 2.911305897905855034e+00
1.645929792245671985e-01 1.645470753271094100e-01 -1.711193335441910047e-04
1.556880285608946979e-01 1.707589873485596821e-01 2.243883872557716153e+00
1.594025293067783677e-01 1.662342581318683454e-01 2.493236064149590980e+00
1.608784784786835287e-01 1.690718045438007466e-01 4.174290224872804204e-05
4.124616080930682549e-01 2.110858674562224035e-01 2.555608223172595728e-01
4.251866072625385407e-01 2.117975022945875752e-01 2.412779658610572087e-01
4.190833314322779390e-01 2.231265645729144931e-01 5.702031006926288059e-01
4.188241076778034255e-01 2.114416848754049894e-01 2.501255368326015249e-01
4.221349693474082398e-01 2.174620334337510341e-01 4.295066359669448275e-01
4.157724697626731247e-01 2.171062160145684483e-01 4.297551262007494044e-01
4.124616080930682549e-01 2.110858674562224035e-01 2.555608223172595728e-01
4.063502481801176125e-01 2.225125428770013958e-01 5.594246487537609669e-01
4.190833314322779390e-01 2.231265645729144931e-01 5.702031006926288059e-01
4.094059281365929337e-01 2.167992051666118858e-01 4.280514601009596798e-01
4.127167898061977480e-01 2.228195537249579306e-01 5.659114410354216806e-01
4.157724697626731247e-01 2.171062160145684483e-01 4.297551262007494044e-01
4.063502481801176125e-01 2.225125428770013958e-01 5.594246487537609669e-01
4.190833314322779390e-01 2.231265645729144931e-01 5.702031006926288059e-01
4.129980867268812084e-01 2.343748599386909492e-01 5.337568135867807317e-01
4.127167898061977480e-01 2.228195537249579306e-01 5.659114410354221247e-01
4.160407090795795737e-01 2.287507122558027350e-01 6.012293175489195063e-01
4.096741674534993827e-01 2.284437014078461725e-01 5.969353507989464402e-01
4.124616080930682549e-01 2.110858674562224035e-01 2.555608223172595728e-01
4.063502481801176125e-01 2.225125428770013958e-01 5.594246487537609669e-01
3.997132513774482310e-01 2.105616314769521158e-01 2.606185902162517776e-01
4.094059281365929337e-01 2.167992051666118858e-01 4.280514601009596798e-01
4.030317497787829217e-01 2.165370871769767558e-01 4.242941754418689260e-01
4.060874297352582429e-01 2.108237494665872735e-01 2.597511876162734712e-01
4.063502481801176125e-01 2.225125428770013958e-01 5.594246487537609669e-01
4.002642656948690036e-01 2.338120783891717014e-01 5.326113124779130459e-01
4.129980867268812084e-01 2.343748599386909492e-01 5.337568135867807317e-01
4.033072569374933081e-01 2.281623106330865625e-01 5.907975303404997547e-01
4.066311762108750782e-01 2.340934691639313114e-01 5.343874082731793207e-01
4.096741674534993827e-01 2.284437014078461725e-01 5.969353507989464402e-01
4.063502481801176125e-01 2.225125428770013958e-01 5.594246487537609669e-01
3.997132513774482310e-01 2.105616314769521158e-01 2.606185902162517776e-01
3.935973924660823853e-01 2.220437280998492635e-01 5.413433562651953634e-01
4.030317497787829217e-01 2.165370871769767558e-01 4.242941754418691480e-01
3.966553219217653359e-01 2.163026797884006758e-01 4.184175934876629976e-01
3.999738203231000266e-01 2.222781354884253435e-01 5.515523043407599690e-01
4.002642656948690036e-01 2.338120783891717014e-01 5.326113124779130459e-01
4.129980867268812084e-01 2.343748599386909492e-01 5.337568135867807317e-01
4.069262252805125879e-01 2.455711493956748981e-01 2.617703627162440982e-01
4.066311762108750782e-01 2.340934691639313114e-01 5.343874082731797648e-01
4.099621560036968981e-01 2.399730046671829098e-01 3.922951440078240593e-01
4.035952454876907680e-01 2.396916138924232997e-01 3.983323099576278059e-01
4.063502481801176125e-01 2.225125428770013958e-01 5.594246487537609669e-01
4.002642656948690036e-01 2.338120783891717014e-01 5.326113124779130459e-01
3.935973924660823853e-01 2.220437280998492635e-01 5.413433562651953634e-01
4.033072569374933081e-01 2.281623106330865625e-01 5.907975303404997547e-01
3.969308290804757222e-01 2.279279032445104825e-01 5.827882534730011166e-01
3.999738203231000266e-01 2.222781354884253435e-01 5.515523043407599690e-01
3.997132513774482310e-01 2.105616314769521158e-01 2.606185902162517776e-01
3.935973924660823853e-01 2.220437280998492635e-01 5.413433562651953634e-01
3.869463620243686064e-01 2.101883816534763916e-01 2.564883258481990835e-01
3.966553219217653359e-01 2.163026797884006758e-01 4.184175934876633307e-01
3.902718772452254958e-01 2.161160548766628275e-01 4.104129250103560334e-01
3.933298067009084464e-01 2.103750065652142398e-01 2.602918421819060968e-01
4.002642656948690036e-01 2.338120783891717014e-01 5.326113124779130459e-01
4.069262252805125879e-01 2.455711493956748981e-01 2.617703627162440982e-01
3.919686002897947996e-01 2.461049694334951632e-01 2.478730124047239525e-01
4.035952454876907680e-01 2.396916138924232997e-01 3.983323099576283055e-01
3.994474127851537215e-01 2.458380594145850306e-01 2.562874545922031455e-01
3.961164329923319016e-01 2.399585239113334323e-01 3.862783523340562741e-01
4.002642656948690036e-01 2.338120783891717014e-01 5.326113124779130459e-01
3.935973924660823853e-01 2.220437280998492635e-01 5.413433562651953634e-01
3.852889935693266099e-01 2.344276191875983573e-01 5.024636851633841328e-01
3.969308290804757222e-01 2.279279032445104825e-01 5.827882534730016717e-01
3.894431930177044698e-01 2.282356736437238243e-01 5.700790810949056819e-01
3.927766296320978068e-01 2.341198487883850432e-01 5.187457645777363568e-01
3.935973924660823853e-01 2.220437280998492635e-01 5.413433562651953634e-01
3.869463620243686064e-01 2.101883816534763916e-01 2.564883258481990835e-01
3.786023719592865877e-01 2.227693309176208558e-01 5.239889050457002817e-01
3.902718772452254958e-01 2.161160548766628275e-01 4.104129250103561999e-01
3.827743669918275971e-01 2.164788562855486376e-01 4.142108841332827751e-01
3.860998822126844865e-01 2.224065295087350735e-01 5.346460666529745387e-01
4.002642656948690036e-01 2.338120783891717014e-01 5.326113124779130459e-01
3.852889935693266099e-01 2.344276191875983573e-01 5.024636851633841328e-01
3.919686002897947996e-01 2.461049694334951632e-01 2.478730124047239525e-01
3.927766296320978068e-01 2.341198487883850432e-01 5.187457645777369120e-01
3.886287969295607048e-01 2.402662943105467463e-01 3.712218418180196489e-01
3.961164329923319016e-01 2.399585239113334323e-01 3.862783523340562741e-01
3.935973924660823853e-01 2.220437280998492635e-01 5.413433562651953634e-01
3.852889935693266099e-01 2.344276191875983573e-01 5.024636851633841328e-01
3.786023719592865877e-01 2.227693309176208558e-01 5.239889050457002817e-01
3.894431930177044698e-01 2.282356736437238243e-01 5.700790810949059040e-01
3.819456827643066266e-01 2.285984750526096065e-01 5.548359654723825640e-01
3.860998822126844865e-01 2.224065295087350735e-01 5.346460666529745387e-01
3.869463620243686064e-01 2.101883816534763916e-01 2.564883258481990835e-01
3.786023719592865877e-01 2.227693309176208558e-01 5.239889050457002817e-01
3.769305976859631535e-01 2.099716948097569980e-01 2.476899316934388362e-01
3.827743669918275971e-01 2.164788562855486376e-01 4.142108841332831082e-01
3.777664848226248706e-01 2.163705128636889130e-01 4.043728216770287043e-01
3.819384798551658800e-01 2.100800382316166948e-01 2.533697978810072193e-01
3.852889935693266099e-01 2.344276191875983573e-01 5.024636851633841328e-01
3.919686002897947996e-01 2.461049694334951632e-01 2.478730124047239525e-01
3.769932030116174837e-01 2.467536025476873007e-01 2.225356316662040757e-01
3.886287969295607048e-01 2.402662943105467463e-01 3.712218418180199264e-01
3.844809016507061417e-01 2.464292859905912181e-01 2.361612177405814639e-01
3.811410982904720468e-01 2.405906108676428290e-01 3.534268551029507988e-01
3.852889935693266099e-01 2.344276191875983573e-01 5.024636851633841328e-01
3.786023719592865877e-01 2.227693309176208558e-01 5.239889050457002817e-01
3.702900325553515892e-01 2.351844180066548218e-01 4.638836699682387654e-01
3.819456827643066266e-01 2.285984750526096065e-01 5.548359654723830081e-01
3.744462022573190607e-01 2.289768744621378249e-01 5.372968284161024899e-01
3.777895130623390996e-01 2.348060185971265756e-01 4.841539351143155923e-01
3.786023719592865877e-01 2.227693309176208558e-01 5.239889050457002817e-01
3.769305976859631535e-01 2.099716948097569980e-01 2.476899316934388362e-01
3.685826735277280553e-01 2.225652522967452029e-01 4.977104420506686111e-01
3.777664848226248706e-01 2.163705128636889130e-01 4.043728216770289263e-01
3.727566356068455766e-01 2.162684735532511004e-01 3.934330619250649419e-01
3.735925227435072937e-01 2.226672916071830155e-01 5.116363634372590452e-01
3.852889935693266099e-01 2.344276191875983573e-01 5.024636851633841328e-01
3.702900325553515892e-01 2.351844180066548218e-01 4.638836699682387654e-01
3.769932030116174837e-01 2.467536025476873007e-01 2.225356316662040757e-01
3.777895130623390996e-01 2.348060185971265756e-01 4.841539351143161474e-01
3.736416177834845365e-01 2.409690102771710474e-01 3.330975047251307775e-01
3.811410982904720468e-01 2.405906108676428290e-01 3.534268551029507988e-01
3.786023719592865877e-01 2.227693309176208558e-01 5.239889050457002817e-01
3.702900325553515892e-01 2.351844180066548218e-01 4.638836699682387654e-01
3.685826735277280553e-01 2.225652522967452029e-01 4.977104420506686111e-01
3.744462022573190607e-01 2.289768744621378249e-01 5.372968284161029340e-01
3.694363530415398222e-01 2.288748351517000124e-01 5.256865254266765985e-01
3.735925227435072937e-01 2.226672916071830155e-01 5.116363634372590452e-01
3.769305976859631535e-01 2.099716948097569980e-01 2.476899316934388362e-01
3.685826735277280553e-01 2.225652522967452029e-01 4.977104420506686111e-01
3.669004517029106904e-01 2.098314124105447043e-01 2.344691391056964447e-01
3.727566356068455766e-01 2.162684735532511004e-01 3.934330619250652750e-01
3.677415626153193728e-01 2.161983323536449397e-01 3.814589499264586792e-01
3.719155246944368942e-01 2.099015536101508372e-01 2.423527868546568598e-01
3.702900325553515892e-01 2.351844180066548218e-01 4.638836699682387654e-01
3.769932030116174837e-01 2.467536025476873007e-01 2.225356316662040757e-01
3.619891140526828588e-01 2.475403736119325404e-01 1.919032651400964518e-01
3.736416177834845365e-01 2.409690102771710474e-01 3.330975047251309440e-01
3.694911585321501990e-01 2.471469880798099206e-01 2.073955278228079568e-01
3.661395733040172518e-01 2.413623958092936950e-01 3.106714669820346275e-01
3.702900325553515892e-01 2.351844180066548218e-01 4.638836699682387654e-01
3.685826735277280553e-01 2.225652522967452029e-01 4.977104420506686111e-01
3.602674748792615289e-01 2.349936465742574476e-01 4.466886496060444300e-01
3.694363530415398222e-01 2.288748351517000124e-01 5.256865254266769316e-01
3.644250742034947921e-01 2.287794494355013253e-01 5.131581197597177013e-01
3.652787537173065591e-01 2.350890322904561347e-01 4.557758387343482376e-01
3.685826735277280553e-01 2.225652522967452029e-01 4.977104420506686111e-01
3.669004517029106904e-01 2.098314124105447043e-01 2.344691391056964447e-01
3.585508050866385577e-01 2.224226728158338606e-01 4.678936355140078662e-01
3.677415626153193728e-01 2.161983323536449397e-01 3.814589499264589567e-01
3.627256283947746240e-01 2.161270426131892686e-01 3.685525837955385131e-01
3.635667393071833065e-01 2.224939625562895318e-01 4.835213940958166257e-01
3.702900325553515892e-01 2.351844180066548218e-01 4.638836699682387654e-01
3.602674748792615289e-01 2.349936465742574476e-01 4.466886496060444300e-01
3.619891140526828588e-01 2.475403736119325404e-01 1.919032651400964518e-01
3.652787537173065591e-01 2.350890322904561347e-01 4.557758387343486817e-01
3.611282944659721661e-01 2.412670100930949801e-01 3.053687566912531848e-01
3.661395733040172518e-01 2.413623958092936950e-01 3.106714669820346275e-01
3.685826735277280553e-01 2.225652522967452029e-01 4.977104420506686111e-01
3.602674748792615289e-01 2.349936465742574476e-01 4.466886496060444300e-01
3.585508050866385577e-01 2.224226728158338606e-01 4.678936355140078662e-01
3.644250742034947921e-01 2.287794494355013253e-01 5.131581197597181454e-01
3.594091399829500433e-01 2.287081596950456541e-01 4.998021480578333509e-01
3.635667393071833065e-01 2.224939625562895318e-01 4.835213940958166257e-01
3.669004517029106904e-01 2.098314124105447043e-01 2.344691391056964447e-01
3.585508050866385577e-01 2.224226728158338606e-01 4.678936355140078662e-01
3.568601636735156402e-01 2.097503843624053954e-01 2.172832553371706610e-01
3.627256283947746240e-01 2.161270426131892686e-01 3.685525837955388462e-01
3.577054843800770989e-01 2.160865285891196419e-01 3.548100418843751491e-01
3.618803076882131653e-01 2.097908983864750498e-01 2.270688318760197000e-01
3.602674748792615289e-01 2.349936465742574476e-01 4.466886496060444300e-01
3.619891140526828588e-01 2.475403736119325404e-01 1.919032651400964518e-01
3.519670779672708361e-01 2.473450468580600803e-01 1.599143191382816354e-01
3.611282944659721661e-01 2.412670100930949801e-01 3.053687566912532958e-01
3.569780960099768752e-01 2.474427102349963103e-01 1.763215956795551320e-01
3.561172764232661825e-01 2.411693467161587501e-01 2.995452391810463078e-01
3.602674748792615289e-01 2.349936465742574476e-01 4.466886496060444300e-01
3.585508050866385577e-01 2.224226728158338606e-01 4.678936355140078662e-01
3.502381849754681031e-01 2.348346358796809530e-01 4.267010049158840856e-01
3.594091399829500433e-01 2.287081596950456541e-01 4.998021480578336839e-01
3.543944950310533581e-01 2.286286543477574207e-01 4.857230895521635894e-01
3.552528299273648438e-01 2.349141412269691864e-01 4.370080655792107915e-01
3.585508050866385577e-01 2.224226728158338606e-01 4.678936355140078662e-01
3.568601636735156402e-01 2.097503843624053954e-01 2.172832553371706610e-01
3.485105325345262961e-01 2.223191812897823139e-01 4.347091316283206441e-01
3.577054843800770989e-01 2.160865285891196419e-01 3.548100418843753157e-01
3.526853481040209681e-01 2.160347828260938408e-01 3.403170613829377134e-01
3.535306688105824269e-01 2.223709270528080872e-01 4.521145498838536336e-01
3.602674748792615289e-01 2.349936465742574476e-01 4.466886496060444300e-01
3.502381849754681031e-01 2.348346358796809530e-01 4.267010049158840856e-01
3.519670779672708361e-01 2.473450468580600803e-01 1.599143191382816354e-01
3.552528299273648438e-01 2.349141412269691864e-01 4.370080655792112911e-01
3.511026314713694418e-01 2.410898413688705166e-01 2.931807317360742848e-01
3.561172764232661825e-01 2.411693467161587501e-01 2.995452391810463078e-01
3.585508050866385577e-01 2.224226728158338606e-01 4.678936355140078662e-01
3.502381849754681031e-01 2.348346358796809530e-01 4.267010049158840856e-01
3.485105325345262961e-01 2.223191812897823139e-01 4.347091316283206441e-01
3.543944950310533581e-01 2.286286543477574207e-01 4.857230895521639780e-01
3.493743587549972274e-01 2.285769085847316195e-01 4.709506808024206959e-01
3.535306688105824269e-01 2.223709270528080872e-01 4.521145498838536336e-01
3.568601636735156402e-01 2.097503843624053954e-01 2.172832553371706610e-01
3.485105325345262961e-01 2.223191812897823139e-01 4.347091316283206441e-01
3.468165477408943209e-01 2.096854759184381689e-01 1.975546560009198427e-01
3.526853481040209681e-01 2.160347828260938408e-01 3.403170613829379909e-01
3.476635401377102808e-01 2.160023286041102275e-01 3.252800052264759878e-01
3.518383557072050083e-01 2.097179301404217822e-01 2.081772584584375141e-01
3.502381849754681031e-01 2.348346358796809530e-01 4.267010049158840856e-01
3.422538562302273046e-01 2.347580766925588813e-01 4.084428947414859290e-01
3.519670779672708361e-01 2.473450468580600803e-01 1.599143191382816354e-01
3.462460206028477039e-01 2.347963562861199172e-01 4.178432641374121292e-01
3.471104670987490426e-01 2.410515617753094808e-01 2.878084263246559193e-01
3.511026314713694418e-01 2.410898413688705166e-01 2.931807317360741738e-01
3.502381849754681031e-01 2.348346358796809530e-01 4.267010049158840856e-01
